YEAR,X.ID.,MEDSCHL,Tot.Res.Exp,Fed.Res.Exp,Ind.Res.Exp,Leg.Fees,Reimb.Leg.Fee,Act.Lic,Excl.Lic.Opt.,Lic.w.Equ,Tot.Lic.Lg.Co,Tot.Lic.Sm.Co,Tot.Lic.St.Ups,Tot.Discl.Lic,Non.Excl.Lic.Opt,Lic.Iss,Opt.Iss,NEWCOMPSUPP,Lic.Inc.Equ,Lic..1mm.,Lic.Gen.Inc,Lic.Gen.Run.Roy,Lic.Inc.Other,Lic.Inc.Pd.Oth,Gross.Lic.Inc,Lic.Inc.Run.Roy,Inv.Dis.Rec,INVDISRES,New.Pat.App.Fld,For..Pat.App.Fld,Pro.Pat.App.Fld,Util.Pat.App.Fld,Tot.Pat.App.Fld,Iss.US.Pat,New.Prod,Cum.Op.St.Ups,St.Ups.Cld,St.Ups.in.Home.St,STRTSBIRSTTR,St.Ups.Formed,St.Ups.w.Equ,add,FIPS.x,FIPS.y,FIPS
2011,95168,Yes,940516702,574725992,84283526,2888759,795199,539,13,2,10,17,10,55,13,26,11,44,0,1,160,109,2515562,13517,12564412,10048850,286,NA,119,0,114,5,209,64,2,62,0,6,NA,8,2,"Reseach Foundation of State University of New York,NY",360000000000000,360000000000000,36001
2006,95144,No,0,0,0,843758,0,285,2,1,NA,NA,0,0,14,16,0,NA,0,3,232,33,2105809,4268960,7965667,5859858,32,NA,7,3,0,4,4,10,1,9,0,0,NA,0,0,NA,NA,NA,NA
2007,95144,No,0,0,0,621276,49097,219,0,0,14,0,0,6,14,14,0,NA,0,4,193,30,26417729,18402643,31693569,5275840,22,0,4,1,0,3,3,4,0,0,0,0,NA,0,0,NA,NA,NA,NA
2008,95144,No,0,0,0,590685,41828,223,0,0,9,0,0,5,8,8,1,NA,0,2,182,32,4199363,5661162,10079579,5880216,27,0,6,3,0,3,3,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
2009,95144,No,0,0,0,642993,5974,142,0,0,7,0,0,0,7,7,0,NA,0,7,169,36,8737345,7143530,19087958,10350613,25,NA,8,2,4,2,6,2,1,0,0,0,NA,0,0,NA,NA,NA,NA
2010,95144,No,0,0,0,506533,54346,145,0,0,6,NA,NA,0,6,6,0,0,0,4,125,33,4507053,9749321,18925278,14418225,0,NA,10,4,2,4,6,3,1,0,0,0,NA,0,0,NA,NA,NA,NA
2011,95144,No,0,0,0,491000,61000,123,0,0,8,0,0,0,8,8,0,2,0,4,106,32,2400000,12800000,23800000,21400000,NA,NA,9,5,2,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,95144,No,NA,NA,NA,460000,80000,NA,NA,NA,9,3,NA,NA,12,12,NA,3,0,4,106,27,3600000,16600000,31100000,27500000,NA,NA,6,2,2,2,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,95144,No,0,0,0,350000,14000,NA,0,NA,NA,NA,NA,0,5,5,0,NA,0,4,101,24,3500000,19000000,36500000,33000000,0,NA,6,2,3,1,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,95144,no,0,0,0,325000,21000,4,0,0,NA,NA,NA,0,4,4,0,NA,0,4,93,27,3725000,23100000,45400000,41675000,0,NA,5,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,95144,no,0,0,0,349000,34700,3,0,0,2,1,0,0,3,3,0,0,0,3,73,18,2850000,27700000,51650000,48800000,0,NA,3,1,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,95144,no,0,0,0,242000,17000,3,0,0,3,0,0,NA,3,3,0,0,0,3,76,25,3500000,35100000,61000000,57500000,NA,NA,2,1,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,95144,no,0,0,0,350000,17000,1,0,0,0,1,0,0,1,1,0,0,0,3,62,23,1400000,38300000,73300000,71900000,NA,NA,3,0,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,95147,no,129019120,85378035,10774532,2475857,904483,61,12,3,NA,5,10,49,4,16,8,0,53008,0,23,5,905607,0,962266,3651,116,NA,86,0,84,2,171,31,1,18,1,2,0,2,2,"Rice Univ.,TX",482000000000000,482000000000000,48201
2017,95147,no,131298192,87768908,11218132,2362546,1205950,46,0,0,0,3,3,11,0,0,6,0,0,0,21,8,372500,0,376472,3972,98,NA,42,0,41,1,81,65,NA,12,2,2,0,3,2,"Rice Univ.,TX",482000000000000,482000000000000,48201
2006,95147,No,81693556,66284834,4600806,1875397,752357,48,4,1,0,0,6,24,2,6,0,NA,0,0,3,2,414970,0,431003,16033,77,NA,56,0,54,2,142,34,1,14,1,1,NA,3,1,"Rice Univ.,TX",482000000000000,482000000000000,48201
2007,95147,No,81040691,60622979,1928589,1841193,854230,59,6,1,8,2,4,41,8,12,2,NA,0,0,13,6,360687,10212,383260,22573,79,16,118,40,49,29,78,20,3,13,0,3,NA,4,1,"Rice Univ.,TX",482000000000000,482000000000000,48201
2008,95147,No,83562362,65061971,6396814,1367398,902809,54,5,1,9,24,2,48,28,33,2,NA,0,0,35,4,473956,1032,530730,56774,68,21,96,35,38,23,100,34,NA,21,0,1,NA,2,1,"Rice Univ.,TX",482000000000000,482000000000000,48201
2009,95147,No,89990014,65161047,7243862,1800949,766251,73,6,0,5,2,2,14,3,9,0,NA,0,0,17,9,563044,5017,680137,117093,54,NA,85,15,44,26,69,22,1,19,NA,1,NA,1,0,"Rice Univ.,TX",482000000000000,482000000000000,48201
2010,95147,No,105332776,83409383,7648960,1313527,1452870,76,8,2,5,3,3,23,1,9,2,NA,0,0,15,6,150228,7038,288851,138623,80,NA,102,25,57,20,88,30,NA,21,4,2,NA,3,2,"Rice Univ.,TX",482000000000000,482000000000000,48201
2011,95147,No,122219899,97302340,7118296,1970946,875209,53,9,4,2,7,3,40,3,12,0,0,0,0,15,7,212037,29736,249111,37074,121,NA,143,52,72,19,91,84,2,20,1,3,NA,3,0,"Rice Univ.,TX",482000000000000,482000000000000,48201
2012,95147,No,95606304,76963787,14681084,2186289,645505,45,6,1,5,2,6,25,4,10,3,0,51519,0,19,6,185526,29767,275509,38464,87,NA,131,44,63,24,87,53,2,20,0,NA,NA,0,NA,"Rice Univ.,TX",482000000000000,482000000000000,48201
2013,95147,No,110006678,70765345,7996506,2230730,779005,48,7,2,5,2,5,35,2,9,3,0,187608,0,20,6,303975,7162,522198,30615,112,NA,81,1,79,1,133,53,NA,19,3,2,NA,2,0,"Rice Univ.,TX",482000000000000,482000000000000,48201
2014,95147,no,110486000,63421822,9186517,2178333,622296,56,6,2,1,6,7,38,4,10,4,0,134530,1,18,9,2076206,4306,2234337,23601,123,NA,89,0,88,1,180,53,1,17,1,1,0,2,2,"Rice Univ.,TX",482000000000000,482000000000000,48201
2015,95147,no,121502799,76825165,11031346,2617567,1132355,58,6,1,1,3,8,34,0,6,6,0,0,1,23,6,2507810,3665,2512799,4989,103,NA,79,0,78,1,140,39,1,19,3,2,0,5,1,"Rice Univ.,TX",482000000000000,482000000000000,48201
2016,95148,no,45518000,26149000,3170000,200000,20000,2,3,0,5,1,1,6,4,7,0,3,0,0,18,12,35000,0,285000,250000,20,NA,10,0,10,10,10,2,7,4,0,0,0,0,0,"Rochester Inst. of Technology,NY",361000000000000,361000000000000,36055
2017,95148,no,51263000,27311000,2296000,225000,20000,7,2,0,6,1,1,7,6,8,0,7,0,0,20,12,21000,0,146000,125000,22,NA,14,0,14,14,22,3,7,5,0,1,0,1,1,"Rochester Inst. of Technology,NY",361000000000000,361000000000000,36055
2012,95148,No,34889000,20396000,2987000,266335,13245,14,4,0,3,3,1,6,1,5,2,22,0,0,10,8,72733,0,201045,128312,14,NA,8,0,8,0,18,4,1,1,0,1,NA,1,0,"Rochester Inst. of Technology,NY",361000000000000,361000000000000,36055
2013,95148,No,36935000,19364000,2815000,200000,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,0,NA,NA,25000,0,234000,209000,16,NA,16,7,6,3,17,NA,3,4,1,0,NA,0,0,"Rochester Inst. of Technology,NY",361000000000000,361000000000000,36055
2014,95148,no,35945000,19465000,2311000,200000,20000,2,1,0,3,1,0,1,0,1,3,2,0,0,4,4,75000,0,225000,150000,22,NA,17,4,13,0,9,12,4,2,1,0,0,0,0,"Rochester Inst. of Technology,NY",361000000000000,361000000000000,36055
2015,95148,no,40442000,20147000,2388000,200000,20000,1,1,0,1,2,2,1,1,2,3,2,0,0,14,7,25000,0,275000,250000,18,NA,10,0,10,10,10,5,7,4,0,0,0,2,1,"Rochester Inst. of Technology,NY",361000000000000,361000000000000,36055
2016,95149,no,190000000,86000000,6700000,1603000,1535000,320,3,2,19,5,5,40,23,26,3,0,260000,3,205,99,2662000,156000,24065000,21143000,69,NA,19,0,19,0,42,29,NA,25,1,3,0,3,17,"Rockefeller Univ.,NY",361000000000000,361000000000000,36061
2013,95149,No,150000000,82000000,11800000,1687000,1438000,263,1,1,26,10,1,29,36,37,0,0,4073000,2,148,89,18000000,100600,33684000,11611000,53,NA,29,0,29,0,57,16,2,22,1,1,NA,2,1,"Rockefeller Univ.,NY",361000000000000,361000000000000,36061
2014,95149,no,150000000,78000000,6300000,1806000,1503000,296,4,2,42,6,3,30,44,48,3,0,1218000,3,153,91,6107000,466000,19900000,12575000,51,NA,14,0,14,0,44,21,1,22,1,1,0,1,1,"Rockefeller Univ.,NY",361000000000000,361000000000000,36061
2015,95149,no,150000000,72000000,4900000,2106000,1836000,305,2,0,13,7,3,28,16,18,5,0,5944000,5,195,97,11725000,136000,29900000,12231000,49,NA,13,0,13,0,33,26,NA,23,0,0,0,1,0,"Rockefeller Univ.,NY",361000000000000,361000000000000,36061
2017,20160317,yes,17000006,8828000,2207000,236208,0,1,0,0,0,1,1,1,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,6,NA,6,0,1,5,6,2,NA,0,0,0,NA,0,NA,"Rosalind Franklin University of Medcine and Science,IL",171000000000000,171000000000000,17097
2017,20160315,N,21180067,10446280,1639032,268620,0,7,1,0,1,0,1,1,1,2,0,NA,0,0,2,0,156000,0,156000,0,21,NA,10,0,10,0,20,5,NA,0,0,0,0,0,0,"Rowan University,NJ",340000000000000,340000000000000,34015
2012,20000016,Yes,82895088,57391845,17336909,346081,59068,28,2,0,1,1,0,2,0,2,0,3,0,1,10,3,303064,58250,5510591,5207527,23,NA,8,0,8,0,10,3,1,8,0,0,NA,0,0,NA,NA,NA,NA
2007,20000016,Yes,62095678,41306510,19488641,37111,0,16,4,1,1,2,1,5,0,4,0,NA,0,0,5,3,115000,0,127903,12903,24,3,7,NA,NA,NA,10,4,NA,6,0,1,NA,1,1,NA,NA,NA,NA
2008,20000016,Yes,62813904,43483807,17034445,325926,20745,18,3,1,0,3,2,6,0,3,2,NA,0,0,6,3,87500,12500,96008,8508,24,6,5,0,5,0,8,0,0,7,1,1,NA,2,0,NA,NA,NA,NA
2009,20000016,Yes,66905357,46451353,20454004,275850,25379,20,2,1,1,2,1,5,1,3,1,NA,0,0,7,3,225744,0,235354,9610,24,NA,4,0,4,0,9,5,0,8,0,0,NA,1,1,NA,NA,NA,NA
2010,20000016,Yes,90862128,67085690,23077138,285274,63430,22,0,0,1,0,1,2,1,1,1,1,0,0,6,4,769465,0,1021150,251685,18,NA,2,0,2,0,6,7,1,8,0,0,NA,0,2,NA,NA,NA,NA
2011,20000016,Yes,87453952,65519388,19993169,365431,114633,26,3,0,4,0,0,4,1,4,0,2,0,1,8,4,675700,1250,4003069,3327369,33,NA,14,0,14,0,16,5,1,8,0,0,NA,0,0,NA,NA,NA,NA
2016,95150,yes,655900000,337822000,26552000,2713809,628119,1075,12,5,3,69,7,59,61,73,6,0,110000,4,548,513,2390310,676321,16077867,13577557,181,NA,114,78,103,11,181,92,7,46,1,3,1,5,5,"Rutgers The State Univ. of  NJ,NJ",340000000000000,340000000000000,34023
2017,95150,yes,627421000,301258000,38798000,2483111,361566,984,17,3,8,51,5,47,43,60,4,2,86437,7,569,525,14403121,865290,29425420,14935862,152,NA,101,109,94,12,229,83,10,49,2,2,1,6,5,"Rutgers The State Univ. of  NJ,NJ",340000000000000,340000000000000,34023
2006,95150,No,264054649,129061996,10051437,1217359,375894,228,14,3,7,27,1,100,16,30,5,NA,234341,0,101,76,896196,0,5095023,3964486,132,NA,120,0,70,50,120,41,NA,32,0,0,NA,0,0,"Rutgers The State Univ. of  NJ,NJ",340000000000000,340000000000000,34023
2007,95150,No,311612000,156197172,9599245,784623,1066702,247,24,8,8,44,13,137,36,60,5,NA,87418,1,354,336,2778492,4367,7921254,5055344,85,NA,112,0,77,35,120,23,2,34,2,4,NA,4,4,"Rutgers The State Univ. of  NJ,NJ",340000000000000,340000000000000,34023
2008,95150,No,323404000,163779724,12216437,1188333,1026894,489,63,1,8,86,3,104,28,91,6,NA,0,0,395,370,2476710,5663,7978746,5502036,94,6,83,0,51,32,95,36,2,35,1,1,NA,2,1,"Rutgers The State Univ. of  NJ,NJ",340000000000000,340000000000000,34023
2009,95150,No,236502404,186280221,12647393,1289132,887503,392,15,7,8,68,11,195,69,84,3,NA,0,0,329,302,1415141,156592,8128609,6713468,77,NA,60,0,56,4,115,28,5,40,0,4,NA,5,5,"Rutgers The State Univ. of  NJ,NJ",340000000000000,340000000000000,34023
2010,95150,No,367851000,239526000,11437000,1109987,239923,413,15,7,14,58,8,208,60,75,5,0,224074,1,298,274,2798910,6300,8697051,5674067,138,NA,67,0,65,2,136,31,4,47,1,7,NA,8,7,"Rutgers The State Univ. of  NJ,NJ",340000000000000,340000000000000,34023
2011,95150,No,473159000,259689000,17109000,1509746,757358,501,13,6,7,58,10,202,57,70,5,5,440910,0,487,446,3155037,7268,5978693,2382746,183,NA,176,0,140,36,206,30,2,55,0,5,NA,8,6,"Rutgers The State Univ. of  NJ,NJ",340000000000000,340000000000000,34023
2012,95150,No,473508000,301294000,17137000,1707477,420397,677,13,4,7,51,5,150,46,59,4,NA,32048,0,466,436,986882,10550,6004284,4985354,187,NA,139,0,135,4,244,38,1,60,0,4,NA,5,4,"Rutgers The State Univ. of  NJ,NJ",340000000000000,340000000000000,34023
2013,95150,No,536200000,313000000,19800000,1842961,745516,735,8,3,0,58,6,51,48,56,8,15,0,1,493,451,1673300,0,8405927,6732627,138,NA,205,43,117,45,201,43,3,59,1,1,NA,2,2,"Rutgers The State Univ. of  NJ,NJ",340000000000000,340000000000000,34023
2014,95150,yes,677118000,374443000,24630000,3055944,572047,843,14,4,9,44,8,75,44,58,3,NA,15791,3,526,484,1317338,597972,14100000,12766871,155,NA,143,0,91,48,227,81,11,64,2,3,2,4,3,"Rutgers The State Univ. of  NJ,NJ",340000000000000,340000000000000,34023
2015,95150,yes,658123000,338501000,23739000,2619088,691447,1141,8,2,4,41,9,54,41,49,5,0,337981,3,548,499,3670527,729875,15381315,11372807,161,NA,98,0,69,25,206,75,13,61,3,0,0,4,2,"Rutgers The State Univ. of  NJ,NJ",340000000000000,340000000000000,34023
2013,20120295,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,"Salish Kootenai College,MT",300000000000000,300000000000000,30047
2014,20120295,no,4000000,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"Salish Kootenai College,MT",300000000000000,300000000000000,30047
2015,20120295,no,6000000,6000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salish Kootenai College,MT",300000000000000,300000000000000,30047
2008,95154,No,106850421,79016830,1391720,100000,NA,NA,7,0,8,2,0,15,3,10,0,NA,0,0,21,21,0,0,381661,381661,13,2,9,1,8,0,79,1,2,NA,0,0,NA,0,0,"San Diego State University,CA",60700000000000,60700000000000,6073
2009,95154,No,133794378,64644655,2855390,160000,60000,12,6,2,2,10,2,12,6,12,2,NA,0,0,24,24,0,0,419873,419873,24,NA,30,10,20,0,20,1,6,NA,NA,NA,NA,0,NA,"San Diego State University,CA",60700000000000,60700000000000,6073
2010,95154,No,151035732,79893484,3753173,116581,36581,40,6,0,2,4,6,14,3,9,3,0,0,0,40,40,0,0,365814,365814,28,NA,36,10,26,0,26,2,8,18,0,3,NA,3,3,"San Diego State University,CA",60700000000000,60700000000000,6073
2011,95154,No,145180658,70466970,1936037,102620,41091,146,6,5,1,2,8,12,1,7,4,0,0,0,41,41,0,0,530738,530738,37,NA,32,1,22,9,32,2,12,25,0,4,NA,4,6,"San Diego State University,CA",60700000000000,60700000000000,6073
2012,95154,No,66887728,56880989,NA,110000,NA,106,5,1,NA,3,3,10,1,6,2,5,0,0,33,33,0,0,355812,355812,52,NA,15,0,15,0,24,2,4,24,4,3,NA,3,NA,"San Diego State University,CA",60700000000000,60700000000000,6073
2013,95154,No,59997417,51273790,332828,173064,10459,109,8,0,3,10,1,9,2,10,4,NA,0,0,36,36,0,6993,401881,401881,32,NA,21,NA,NA,NA,19,4,2,NA,0,1,NA,1,0,"San Diego State University,CA",60700000000000,60700000000000,6073
2014,95154,no,61885940,50541698,396082,208808,58583,NA,9,1,0,10,2,19,3,12,0,0,0,0,NA,NA,702000,NA,1314965,612965,30,NA,22,NA,NA,NA,22,4,2,NA,0,1,0,1,1,"San Diego State University,CA",60700000000000,60700000000000,6073
2015,95154,no,56630400,46870141,316864,182086,44777,NA,NA,3,NA,NA,3,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,584536,NA,35,NA,22,NA,NA,NA,NA,3,2,NA,NA,NA,NA,1,NA,"San Diego State University,CA",60700000000000,60700000000000,6073
2016,95154,no,53103409,44494531,422247,201949,138342,NA,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,582861,NA,29,NA,17,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,0,NA,"San Diego State University,CA",60700000000000,60700000000000,6073
2017,95154,no,52575358,44872461,428624,232107,67803,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,519725,NA,34,NA,18,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,NA,"San Diego State University,CA",60700000000000,60700000000000,6073
2009,95021,No,93039000,81028000,2259000,1717000,183000,89,0,0,0,2,0,3,1,1,1,NA,2000,0,73,47,239000,18000,830000,589000,32,NA,30,0,29,1,67,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,95021,No,97100000,86577000,1762000,1642000,344000,83,1,0,2,1,0,3,2,3,0,1,0,0,66,43,298000,NA,866000,568000,34,NA,30,0,30,0,76,22,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
2012,95021,No,100133233,84243030,4427318,1618497,279781,67,6,2,3,5,2,NA,3,9,1,NA,0,1,67,48,3591005,0,4326843,735838,69,NA,46,0,45,1,89,33,NA,7,1,1,NA,1,0,NA,NA,NA,NA
2013,95021,No,91206607,77336404,5276065,664613,567037,54,0,0,2,2,1,3,4,4,1,NA,0,0,54,43,2367736,1000,3138751,771015,32,NA,24,2,22,0,50,12,0,12,2,0,NA,1,0,NA,NA,NA,NA
2017,20160314,no,115419000,NA,NA,NA,NA,10,3,0,2,2,1,NA,1,4,1,2,0,0,4,0,802000,NA,802000,0,27,NA,33,20,10,3,NA,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
2006,95160,No,294814000,97798000,10978000,957505,231487,241,12,0,5,18,5,20,16,28,0,NA,0,4,93,52,3291091,1639199,43338517,40047426,41,NA,22,0,22,0,45,22,NA,15,1,2,NA,5,0,NA,NA,NA,NA
2007,95160,No,340174000,118002000,14557000,1137452,396573,261,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,154661,NA,NA,67,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
2008,95160,No,372078000,119236400,15657200,1432577,101539,280,12,0,11,15,2,17,16,23,5,NA,186804,3,95,57,1338801,187782,210859462,209333857,44,8,31,0,28,3,52,13,NA,15,0,0,NA,4,0,NA,NA,NA,NA
2009,95160,No,400502000,128429000,19970000,1693528,194400,299,4,0,10,27,1,11,33,37,1,NA,0,4,104,63,4069408,231554,136797681,132728273,87,NA,27,0,26,1,43,16,NA,16,0,0,NA,1,0,NA,NA,NA,NA
2010,95160,No,421409000,141844000,19569000,1079074,197507,290,2,1,11,14,1,11,20,22,4,0,0,4,96,65,696751,287778,139370332,138673581,60,NA,16,0,16,0,38,20,1,14,0,0,NA,1,1,NA,NA,NA,NA
2011,95160,No,446094000,150086000,21835000,1029878,148972,335,6,5,16,17,6,39,31,37,2,3,703159,3,110,64,6842159,307546,172830202,165284884,75,NA,37,0,37,0,71,10,NA,12,0,3,NA,5,4,NA,NA,NA,NA
2009,20100282,No,55333000,24303000,4434561,71689,0,13,0,0,0,0,0,0,0,0,0,NA,0,0,13,13,0,0,754048,754048,16,NA,1,0,1,0,2,0,NA,1,0,1,NA,1,0,"South Dakota State University,SD",460000000000000,460000000000000,46011
2010,20100282,No,64369000,38368000,1450161,85404,10602,22,1,0,1,0,1,0,1,2,0,0,0,0,9,9,0,0,971942,971942,46,NA,9,2,7,0,7,0,NA,1,0,0,NA,0,0,"South Dakota State University,SD",460000000000000,460000000000000,46011
2011,20100282,No,63975967,41904141,1210714,207161,53950,25,1,0,2,0,0,0,1,2,0,0,0,0,11,11,0,0,1283837,1283837,63,NA,12,4,4,4,9,0,0,0,0,0,NA,0,0,"South Dakota State University,SD",460000000000000,460000000000000,46011
2012,20100282,No,53242272,39090853,868528,128834,64493,26,0,NA,3,0,2,9,5,5,0,5,NA,1,12,12,NA,0,3616255,NA,61,NA,17,0,9,8,17,1,NA,0,0,0,NA,0,0,"South Dakota State University,SD",460000000000000,460000000000000,46011
2013,20100282,No,63844199,33231454,1087750,137397,7476,20,8,0,1,0,7,11,0,8,0,0,0,1,13,13,7500,0,1379853,1372353,33,NA,15,0,11,4,15,NA,0,7,0,0,NA,0,0,"South Dakota State University,SD",460000000000000,460000000000000,46011
2014,20100282,no,58334787,29524308,984316,106289,56345,35,11,0,6,1,6,15,1,12,1,0,0,1,10,21,500000,0,2939816,2439816,38,NA,15,0,9,6,15,4,3,8,0,1,0,1,0,"South Dakota State University,SD",460000000000000,460000000000000,46011
2015,20100282,no,58372618,28670132,1175246,104351,16662,47,12,0,7,2,4,16,1,13,1,0,0,1,25,20,250000,0,2051150,1801150,34,NA,14,0,5,9,14,2,1,8,0,0,0,0,0,"South Dakota State University,SD",460000000000000,460000000000000,46011
2016,20100282,no,60676138,29633014,943584,136509,16416,53,7,NA,3,5,3,40,1,8,3,NA,0,1,29,22,250000,0,2267741,2017741,29,NA,15,0,6,9,15,3,0,8,0,0,0,0,0,"South Dakota State University,SD",460000000000000,460000000000000,46011
2017,20100282,no,63412589,28003463,1181154,106060,23190,54,6,0,1,5,2,45,0,6,2,0,0,0,31,24,50000,0,1077490,1027490,45,NA,7,0,2,5,7,5,0,9,0,1,0,1,0,"South Dakota State University,SD",460000000000000,460000000000000,46011
2016,95161,yes,124334132,NA,NA,247984,120841,24,4,2,0,2,2,4,0,4,0,NA,0,1,18,7,132558,69430,1569418,1436860,30,NA,8,0,7,1,14,3,1,6,1,0,0,1,1,"Southern Illinois Univ.,IL",172000000000000,172000000000000,17163
2006,95161,Yes,43097103,12861401,16677807,NA,NA,12,4,4,0,4,0,6,0,4,0,NA,0,0,6,5,65045,0,354045,289000,20,NA,12,NA,NA,NA,16,2,NA,3,0,2,NA,1,2,"Southern Illinois Univ.,IL",172000000000000,172000000000000,17163
2007,95161,Yes,45000000,14000000,17000000,NA,NA,16,5,1,1,3,2,7,0,5,1,NA,NA,0,8,8,NA,0,524584,NA,21,NA,14,NA,NA,NA,18,4,NA,NA,NA,NA,NA,1,NA,"Southern Illinois Univ.,IL",172000000000000,172000000000000,17163
2011,95161,Yes,36261292,18299218,7325970,NA,NA,20,3,2,NA,4,2,8,1,4,1,1,0,0,14,7,238816,NA,677204,438388,25,NA,16,NA,NA,NA,16,5,1,NA,NA,NA,NA,NA,NA,"Southern Illinois Univ.,IL",172000000000000,172000000000000,17163
2012,95161,Yes,35417852,16357992,7784737,NA,NA,20,0,0,0,0,0,0,0,0,0,0,NA,0,17,8,NA,NA,710882,NA,21,NA,12,0,5,7,12,4,NA,7,1,0,NA,0,0,"Southern Illinois Univ.,IL",172000000000000,172000000000000,17163
2014,95161,yes,NA,NA,NA,NA,NA,20,2,0,0,0,3,2,0,2,1,0,0,0,14,8,64000,5102,629425,565425,25,NA,8,0,7,1,18,6,1,7,1,3,0,3,0,"Southern Illinois Univ.,IL",172000000000000,172000000000000,17163
2015,95161,yes,NA,NA,NA,NA,NA,25,2,0,1,2,4,7,2,4,3,NA,0,0,20,9,155842,0,831819,675977,8,NA,6,0,6,0,10,5,NA,6,1,0,0,2,0,"Southern Illinois Univ.,IL",172000000000000,172000000000000,17163
2006,98005,No,12599334,NA,NA,333249,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,1792,1792,2,NA,8,1,1,6,7,3,0,0,0,0,NA,0,0,"Southern Methodist University,TX",481000000000000,481000000000000,48113
2006,96039,No,9786724,6542534,3244190,603019,76668,9,2,0,1,0,0,2,0,1,0,NA,0,0,2,1,250000,0,250552,552,5,NA,12,0,12,0,14,1,NA,1,0,0,NA,0,0,NA,NA,NA,NA
2007,96039,No,7640604,4916359,2724245,312765,66464,9,1,1,0,0,1,1,0,1,0,NA,0,0,2,1,25000,0,25000,0,7,0,8,0,8,0,8,0,0,2,0,1,NA,1,1,NA,NA,NA,NA
2008,96039,No,5537532,3177966,2359567,332029,91526,8,1,1,0,0,2,2,0,1,1,NA,0,0,2,0,93000,0,93000,0,5,0,10,0,10,0,10,1,NA,3,0,0,NA,1,1,NA,NA,NA,NA
2009,96039,No,6406198,3863435,2542767,147132,44047,6,0,0,0,0,1,1,0,0,1,NA,0,0,0,0,0,0,0,0,0,NA,2,0,2,0,5,0,0,3,0,0,NA,0,1,NA,NA,NA,NA
2006,95164,No,191008740,58366317,815280,403355,80545,253,4,0,11,22,0,30,29,33,0,NA,0,0,135,115,960532,7586,2252426,1291894,47,NA,8,0,7,1,17,8,3,0,0,0,NA,0,0,NA,NA,NA,NA
2007,95164,No,212154032,66680572,1753217,634869,342351,273,3,0,12,24,0,34,33,36,0,NA,0,0,142,113,1238631,7780,2529051,1290420,50,27,11,0,8,3,20,7,9,0,0,0,NA,0,0,NA,NA,NA,NA
2008,95164,No,236497610,63563801,1965990,702473,164435,290,1,0,9,13,0,14,19,20,2,NA,0,0,107,77,1369470,12193,2580446,1210976,39,10,10,0,10,0,21,5,0,0,0,0,NA,0,0,NA,NA,NA,NA
2009,95164,No,302881084,74723419,2300621,646605,346355,326,2,0,10,15,0,16,23,25,0,NA,0,2,149,116,1342484,5893,3175924,1833440,43,NA,7,0,7,0,19,5,2,0,0,0,NA,0,0,NA,NA,NA,NA
2010,95164,No,286874360,81641857,2265636,669292,166697,267,1,0,3,7,0,9,9,10,0,0,0,1,116,78,1484968,6557,3404464,1919496,36,NA,10,0,9,1,18,5,1,0,0,0,NA,0,0,NA,NA,NA,NA
2011,95164,No,299348142,94831378,1267521,613435,138389,280,1,0,8,12,0,12,17,18,2,0,0,1,163,112,1463917,6129,3705967,2242050,42,NA,11,0,10,1,19,7,NA,0,0,0,NA,0,0,NA,NA,NA,NA
