year,cbsa_code,cbsa_2013_name,cbsa_exports_nominal,cbsa_exports_real,cbsa_pct_exports_gdp
2017,22900,"Fort Smith, AR-OK",1102.7353515625,1102.7353515625,0.10101842880249
2017,23060,"Fort Wayne, IN",3953.58544921875,3953.58544921875,0.162829592823982
2017,23140,"Frankfort, IN",336.301605224609,336.301605224609,0.253873825073242
2017,23180,"Frankfort, KY",325.135009765625,325.135009765625,0.0923550426959991
2017,23240,"Fredericksburg, TX",153.000564575195,153.000564575195,0.109747841954231
2017,23300,"Freeport, IL",292.176483154297,292.176483154297,0.119940102100372
2017,23340,"Fremont, NE",248.966812133789,248.966812133789,0.125183179974556
2017,23380,"Fremont, OH",741.261962890625,741.261962890625,0.241816535592079
2017,23420,"Fresno, CA",4120.39306640625,4120.39306640625,0.0782483220100403
2017,23460,"Gadsden, AL",391.930450439453,391.930450439453,0.114844009280205
2017,23500,"Gaffney, SC",446.381103515625,446.381103515625,0.237034559249878
2017,23540,"Gainesville, FL",674.25341796875,674.25341796875,0.0454609356820583
2017,23580,"Gainesville, GA",1805.09362792969,1805.09362792969,0.168768480420113
2017,23620,"Gainesville, TX",707.585876464844,707.585876464844,0.270879447460175
2017,23660,"Galesburg, IL",177.025024414062,177.025024414062,0.0723904371261597
2017,23700,"Gallup, NM",137.320266723633,137.320266723633,0.0489768348634243
2017,23780,"Garden City, KS",280.820220947266,280.820220947266,0.121806062757969
2017,23820,"Gardnerville Ranchos, NV",164.746551513672,164.746551513672,0.0655074119567871
2017,23860,"Georgetown, SC",232.831497192383,232.831497192383,0.0933585315942764
2017,23900,"Gettysburg, PA",437.227203369141,437.227203369141,0.112517774105072
2017,23940,"Gillette, WY",1357.03991699219,1357.03991699219,0.225131332874298
2017,23980,"Glasgow, KY",335.605682373047,335.605682373047,0.178537398576736
2017,24020,"Glens Falls, NY",508.144989013672,508.144989013672,0.0696486905217171
2017,24060,"Glenwood Springs, CO",286.97607421875,286.97607421875,0.0432928986847401
2017,24100,"Gloversville, NY",212.046356201172,212.046356201172,0.0986762419342995
2017,24140,"Goldsboro, NC",647.178649902344,647.178649902344,0.128535971045494
2017,24220,"Grand Forks, ND-MN",480.053497314453,480.053497314453,0.0792040750384331
2017,24260,"Grand Island, NE",743.152648925781,743.152648925781,0.157967016100883
2017,24300,"Grand Junction, CO",416.671722412109,416.671722412109,0.0588108189404011
2017,24340,"Grand Rapids-Wyoming, MI",8988.5068359375,8988.5068359375,0.143950015306473
2017,24380,"Grants, NM",74.8441696166992,74.8441696166992,0.0779456272721291
2017,24420,"Grants Pass, OR",246.145904541016,246.145904541016,0.0893383473157883
2017,24460,"Great Bend, KS",135.860946655273,135.860946655273,0.0955529138445854
2017,24500,"Great Falls, MT",150.766708374023,150.766708374023,0.0471509918570518
2017,24540,"Greeley, CO",1454.87255859375,1454.87255859375,0.116379283368587
2017,24580,"Green Bay, WI",2114.44311523438,2114.44311523438,0.104135185480118
2017,24620,"Greeneville, TN",582.191711425781,582.191711425781,0.212881177663803
2017,24640,"Greenfield Town, MA",356.594787597656,356.594787597656,0.105680882930756
2017,24660,"Greensboro-High Point, NC",6844.041015625,6844.041015625,0.154708951711655
2017,24700,"Greensburg, IN",598.535766601562,598.535766601562,0.323847949504852
2017,24740,"Greenville, MS",173.700668334961,173.700668334961,0.0983220562338829
2017,24780,"Greenville, NC",1174.78076171875,1174.78076171875,0.126583337783813
2017,24820,"Greenville, OH",421.622680664062,421.622680664062,0.157103821635246
