cbsa_code,age_017,age_1834,age_35plus,female,male,total,race
28860,5365,9490,12937,14543,13249,27792,white non-hispanic
28860,113,465,76,225,429,654,black
28860,24,532,86,546,96,642,asian
28860,215,367,46,368,260,628,latino
28900,11829,11611,34791,29154,29077,58231,white non-hispanic
28900,195,102,207,229,275,504,black
28900,186,66,385,377,260,637,asian
28900,3060,2332,2734,3875,4251,8126,latino
28940,155307,167666,451201,396550,377624,774174,white non-hispanic
28940,12549,13587,23218,25197,24157,49354,black
28940,2661,3867,6063,6646,5945,12591,asian
28940,11718,9239,9851,14674,16134,30808,latino
29020,15522,13856,43036,37613,34801,72414,white non-hispanic
29020,1610,1500,2906,2907,3109,6016,black
29020,325,256,460,630,411,1041,asian
29020,945,756,901,1239,1363,2602,latino
29060,10948,10167,37246,29678,28683,58361,white non-hispanic
29060,44,49,197,121,169,290,black
29060,82,164,333,439,140,579,asian
29060,354,240,357,492,459,951,latino
29100,23721,33561,68067,64228,61121,125349,white non-hispanic
29100,561,617,536,740,974,1714,black
29100,1666,2130,1498,2758,2536,5294,asian
29100,789,865,630,1108,1176,2284,latino
29180,77585,80228,186725,174858,169680,344538,white non-hispanic
29180,35331,32346,52270,63195,56752,119947,black
29180,2156,2020,3958,4178,3956,8134,asian
29180,6108,5752,6940,8789,10011,18800,latino
29200,37208,60332,84938,90386,92092,182478,white non-hispanic
29200,2584,3871,2573,4611,4417,9028,black
29200,2178,9507,3246,6466,8465,14931,asian
29200,6192,5235,4930,7796,8561,16357,latino
29260,5129,5322,13351,12055,11747,23802,white non-hispanic
29260,52,109,58,120,99,219,black
29260,48,44,154,162,84,246,asian
29260,435,404,343,537,645,1182,latino
29300,9247,8589,23119,21097,19858,40955,white non-hispanic
29300,6730,6595,11147,13072,11400,24472,black
29300,273,327,783,643,740,1383,asian
29300,956,800,807,1278,1285,2563,latino
29340,33325,33330,79670,74640,71685,146325,white non-hispanic
29340,13922,12636,22751,25595,23714,49309,black
29340,598,873,1245,1484,1232,2716,asian
29340,2276,1783,2713,3254,3518,6772,latino
29380,10975,10634,31336,26155,26790,52945,white non-hispanic
29380,2801,3658,5738,5375,6822,12197,black
29380,137,89,414,406,234,640,asian
29380,1160,1175,1642,1827,2150,3977,latino
29420,32339,28816,123887,91831,93211,185042,white non-hispanic
29420,400,654,1154,857,1351,2208,black
29420,509,322,1697,1589,939,2528,asian
29420,9718,8575,14298,15535,17056,32591,latino
29460,105120,102745,302689,259763,250791,510554,white non-hispanic
29460,28315,25244,45796,51476,47879,99355,black
29460,1803,2296,6846,6116,4829,10945,asian
29460,45044,35213,54142,65865,68534,134399,latino
29500,2788,2262,5189,4937,5302,10239,white non-hispanic
29500,7,496,282,90,695,785,black
29500,73,19,20,71,41,112,asian
29500,2282,2092,3016,3425,3965,7390,latino
29540,107615,101672,265858,243361,231784,475145,white non-hispanic
29540,7374,6452,9074,10864,12036,22900,black
29540,2863,3174,5456,6140,5353,11493,asian
29540,19256,15217,19319,26786,27006,53792,latino
29620,72717,103998,204614,195752,185577,381329,white non-hispanic
29620,10210,13014,17195,20420,19999,40419,black
29620,3722,9816,7243,10591,10190,20781,asian
29620,9783,10012,11019,15392,15422,30814,latino
29660,5270,15045,13749,16204,17860,34064,white non-hispanic
29660,120,331,105,278,278,556,black
29660,128,703,304,553,582,1135,asian
29660,937,1358,1233,1681,1847,3528,latino
29700,87731,63240,105649,131701,124919,256620,white non-hispanic
29700,388,224,477,540,549,1089,black
29700,214,316,877,782,625,1407,asian
29700,88509,64202,104771,132262,125220,257482,latino
29740,47105,51872,89934,96329,92582,188911,white non-hispanic
29740,800,1325,1684,1640,2169,3809,black
29740,322,901,871,1189,905,2094,asian
29740,43733,41347,59702,74599,70183,144782,latino
29780,2772,2673,8700,6977,7168,14145,white non-hispanic
29780,149,180,47,123,253,376,black
29780,29,214,90,108,225,333,asian
29780,4716,4981,12182,10962,10917,21879,latino
29820,274162,281749,745132,640665,660378,1301043,white non-hispanic
29820,62828,62749,111966,120148,117395,237543,black
29820,33746,48087,121773,112291,91315,203606,asian
29820,215583,181331,251297,320741,327470,648211,latino
29860,12282,10800,31446,27460,27068,54528,white non-hispanic
29860,8290,7110,13378,15200,13578,28778,black
29860,66,131,168,177,188,365,asian
29860,1344,716,861,1199,1722,2921,latino
29900,2890,2978,10053,8135,7786,15921,white non-hispanic
29900,3462,3257,7007,6831,6895,13726,black
29900,71,74,110,134,121,255,asian
29900,351,226,427,430,574,1004,latino
29940,17454,36691,43613,49476,48282,97758,white non-hispanic
29940,993,2248,1599,2143,2697,4840,black
29940,778,3255,1684,2681,3036,5717,asian
29940,2109,3066,1934,3728,3381,7109,latino
29980,9942,7753,22844,20724,19815,40539,white non-hispanic
29980,270,161,385,272,544,816,black
29980,36,68,83,117,70,187,asian
29980,363,202,283,311,537,848,latino
30020,17242,23129,42434,39695,43110,82805,white non-hispanic
30020,5606,6892,8821,10124,11195,21319,black
30020,379,768,1775,1778,1144,2922,asian
30020,5592,5588,4866,7591,8455,16046,latino
30060,8236,6608,19137,17309,16672,33981,white non-hispanic
30060,44,36,108,51,137,188,black
30060,17,40,68,102,23,125,asian
30060,318,239,262,410,409,819,latino
30140,25040,22897,72144,61261,58820,120081,white non-hispanic
30140,915,783,1323,1317,1704,3021,black
30140,466,480,859,1041,764,1805,asian
30140,6532,4585,5678,8311,8484,16795,latino
30220,5353,5242,10238,10462,10371,20833,white non-hispanic
30220,237,227,410,427,447,874,black
30220,3,33,12,30,18,48,asian
30220,3684,3128,4109,5449,5472,10921,latino
30260,7409,9785,22190,19410,19974,39384,white non-hispanic
30260,81,923,1986,209,2781,2990,black
30260,177,387,219,407,376,783,asian
30260,347,1150,1064,544,2017,2561,latino
30280,6535,5690,16273,14530,13968,28498,white non-hispanic
30280,623,508,1283,1119,1295,2414,black
30280,20,10,109,71,68,139,asian
30280,644,411,513,701,867,1568,latino
30300,11391,11467,33848,28949,27757,56706,white non-hispanic
30300,107,58,96,133,128,261,black
30300,92,216,255,321,242,563,asian
30300,851,755,692,1409,889,2298,latino
30340,19714,20357,58651,50480,48242,98722,white non-hispanic
30340,860,512,532,957,947,1904,black
30340,188,384,324,496,400,896,asian
30340,755,451,721,987,940,1927,latino
30380,9988,8147,26972,23010,22097,45107,white non-hispanic
30380,81,114,111,77,229,306,black
30380,49,115,98,169,93,262,asian
30380,296,206,168,277,393,670,latino
30420,6235,4542,12677,11720,11734,23454,white non-hispanic
30420,400,699,316,525,890,1415,black
30420,2,3,14,17,2,19,asian
30420,3041,2051,2876,3819,4149,7968,latino
30460,82677,106694,217232,208452,198151,406603,white non-hispanic
30460,14256,14477,25857,27755,26835,54590,black
30460,2554,4341,5887,6790,5992,12782,asian
30460,11654,8829,9378,13471,16390,29861,latino
30580,4086,3611,6165,6893,6969,13862,white non-hispanic
30580,325,389,354,530,538,1068,black
30580,168,129,380,347,330,677,asian
30580,5292,3917,4473,6491,7191,13682,latino
30620,18576,18786,49145,43028,43479,86507,white non-hispanic
30620,3332,2940,5988,5821,6439,12260,black
30620,153,199,404,477,279,756,asian
30620,1073,970,952,1267,1728,2995,latino
30660,5229,5633,15186,13235,12813,26048,white non-hispanic
30660,22,836,1140,1075,923,1998,black
30660,57,23,157,107,130,237,asian
30660,211,403,388,471,531,1002,latino
30700,60182,80284,141042,140923,140585,281508,white non-hispanic
30700,3770,4409,4326,5489,7016,12505,black
30700,2926,5099,5061,6537,6549,13086,asian
30700,8153,6601,6293,10122,10925,21047,latino
30780,110977,118157,290017,264050,255101,519151,white non-hispanic
30780,48040,45380,74755,90642,77533,168175,black
30780,2467,3438,5838,6299,5444,11743,asian
30780,14585,11063,11795,17138,20305,37443,latino
30820,7714,9671,20464,19378,18471,37849,white non-hispanic
30820,55,333,206,163,431,594,black
30820,68,51,158,153,124,277,asian
30820,167,241,152,233,327,560,latino
30860,37080,38261,45668,60477,60532,121009,white non-hispanic
30860,367,324,297,340,648,988,black
30860,542,1133,866,1168,1373,2541,asian
30860,5605,4215,3717,6673,6864,13537,latino
30880,6723,6172,20345,16861,16379,33240,white non-hispanic
30880,78,37,464,247,332,579,black
30880,42,37,54,51,82,133,asian
30880,88,68,133,143,146,289,latino
30900,6660,5876,19309,16266,15579,31845,white non-hispanic
30900,130,180,216,175,351,526,black
30900,103,243,257,404,199,603,asian
30900,2270,1458,1839,2636,2931,5567,latino
30940,29144,26328,68042,63162,60352,123514,white non-hispanic
30940,271,392,585,420,828,1248,black
30940,155,84,240,289,190,479,asian
30940,721,520,437,772,906,1678,latino
30980,39757,36692,91602,83871,84180,168051,white non-hispanic
30980,9668,9403,18767,19199,18639,37838,black
30980,532,516,981,1001,1028,2029,asian
30980,13767,9373,11131,16053,18218,34271,latino
31020,20209,17806,55554,47317,46252,93569,white non-hispanic
31020,169,248,405,343,479,822,black
31020,290,231,834,769,586,1355,asian
31020,3895,2381,2660,4320,4616,8936,latino
31060,3541,2421,9649,7787,7824,15611,white non-hispanic
31060,0,12,43,22,33,55,black
31060,287,253,534,513,561,1074,asian
31060,955,684,1471,1622,1488,3110,latino
31080,1511346,1751618,3930355,3606511,3586808,7193319,white non-hispanic
31080,181261,227227,473755,464131,418112,882243,black
31080,352149,502733,1226804,1105345,976341,2081686,asian
31080,1742284,1688340,2542127,2990913,2981838,5972751,latino
31140,215253,218523,592994,522738,504032,1026770,white non-hispanic
31140,49638,44841,86635,94955,86159,181114,black
31140,6322,7114,10931,12855,11512,24367,asian
31140,21038,15553,20643,27013,30221,57234,latino
31180,57571,78236,113901,127472,122236,249708,white non-hispanic
31180,6275,7004,8745,10914,11110,22024,black
31180,1165,2627,2596,3106,3282,6388,asian
31180,35560,33457,39747,54385,54379,108764,latino
31220,5442,4824,17234,13883,13617,27500,white non-hispanic
31220,123,75,75,120,153,273,black
31220,36,38,65,78,61,139,asian
31220,510,301,475,642,644,1286,latino
31260,17258,14305,36905,34767,33701,68468,white non-hispanic
31260,3588,3247,6178,6899,6114,13013,black
31260,244,124,565,553,380,933,asian
31260,7239,4920,6712,9216,9655,18871,latino
31300,7667,8039,23183,20109,18780,38889,white non-hispanic
31300,8056,8126,16126,17009,15299,32308,black
31300,270,256,370,456,440,896,asian
31300,5431,2716,3291,5370,6068,11438,latino
31340,37695,48578,116090,104494,97869,202363,white non-hispanic
31340,10294,11640,22443,23381,20996,44377,black
31340,887,1256,1759,2179,1723,3902,asian
31340,1952,2629,2001,3386,3196,6582,latino
31380,4591,9856,14075,14422,14100,28522,white non-hispanic
31380,157,1158,232,806,741,1547,black
31380,138,300,251,370,319,689,asian
31380,170,551,130,474,377,851,latino
31420,23368,23885,70867,60197,57923,118120,white non-hispanic
31420,28721,25343,49248,55081,48231,103312,black
31420,731,889,1869,1862,1627,3489,asian
31420,2085,1617,2328,2873,3157,6030,latino
31460,33287,26612,58491,60891,57499,118390,white non-hispanic
31460,793,1285,2860,3400,1538,4938,black
31460,753,845,1705,1580,1723,3303,asian
31460,31208,24681,31963,43918,43934,87852,latino
31500,6242,6812,17730,15980,14804,30784,white non-hispanic
31500,178,198,286,447,215,662,black
31500,93,35,135,150,113,263,asian
31500,252,359,235,483,363,846,latino
31540,107606,143233,300582,278164,273257,551421,white non-hispanic
31540,8734,8909,10153,13388,14408,27796,black
31540,6693,13403,10257,15349,15004,30353,asian
31540,13799,11142,11330,17138,19133,36271,latino
31580,9011,7997,24392,21195,20205,41400,white non-hispanic
31580,552,763,1559,1437,1437,2874,black
31580,119,45,87,230,21,251,asian
31580,391,235,269,406,489,895,latino
31620,2705,3896,7955,7451,7105,14556,white non-hispanic
31620,2138,2380,3868,4479,3907,8386,black
31620,73,83,108,136,128,264,asian
31620,191,195,224,360,250,610,latino
31660,8343,9183,24613,20214,21925,42139,white non-hispanic
31660,74,1702,1249,294,2731,3025,black
31660,33,34,160,154,73,227,asian
31660,288,560,892,256,1484,1740,latino
31680,5781,5797,16841,13759,14660,28419,white non-hispanic
31680,747,1058,1861,1676,1990,3666,black
31680,17,42,34,17,76,93,asian
31680,421,335,371,477,650,1127,latino
31700,74187,77960,214817,185053,181911,366964,white non-hispanic
31700,3167,2832,4310,4750,5559,10309,black
31700,3581,4373,7469,7929,7494,15423,asian
31700,8870,7468,9091,12521,12908,25429,latino
31740,15914,36631,31635,39793,44387,84180,white non-hispanic
31740,996,2623,1434,2124,2929,5053,black
31740,531,2319,1067,2016,1901,3917,asian
31740,2081,3560,1722,3263,4100,7363,latino
31820,15055,13196,47078,37876,37453,75329,white non-hispanic
31820,192,226,153,238,333,571,black
31820,756,726,614,1081,1015,2096,asian
31820,1322,761,862,1344,1601,2945,latino
31860,17711,29210,44356,45602,45675,91277,white non-hispanic
31860,987,1182,1044,1499,1714,3213,black
31860,393,961,598,1080,872,1952,asian
31860,1248,1313,1001,1690,1872,3562,latino
31900,22167,20255,63079,53380,52121,105501,white non-hispanic
31900,1821,2978,4679,3611,5867,9478,black
31900,194,242,516,532,420,952,asian
31900,743,679,729,991,1160,2151,latino
31930,11587,11496,35443,29792,28734,58526,white non-hispanic
31930,167,176,394,382,355,737,black
31930,54,192,121,120,247,367,asian
31930,225,165,236,223,403,626,latino
31940,11460,10087,39948,30544,30951,61495,white non-hispanic
31940,122,110,108,130,210,340,black
31940,88,93,148,154,175,329,asian
31940,375,248,396,525,494,1019,latino
31980,11475,14001,34029,31289,28216,59505,white non-hispanic
31980,1428,1140,2528,2617,2479,5096,black
31980,106,247,225,326,252,578,asian
31980,1056,822,924,1424,1378,2802,latino
32000,8052,7404,25676,20777,20355,41132,white non-hispanic
32000,356,569,810,667,1068,1735,black
32000,61,41,225,226,101,327,asian
32000,1221,563,932,1107,1609,2716,latino
32020,12077,12100,34643,28702,30118,58820,white non-hispanic
32020,186,1264,2008,690,2768,3458,black
32020,50,57,237,164,180,344,asian
32020,674,494,470,670,968,1638,latino
32100,11016,16711,34928,31424,31231,62655,white non-hispanic
32100,44,617,442,193,910,1103,black
32100,152,186,246,352,232,584,asian
32100,324,337,303,456,508,964,latino
32140,5128,5288,12303,11495,11224,22719,white non-hispanic
32140,349,259,254,355,507,862,black
32140,331,386,252,405,564,969,asian
32140,676,473,455,815,789,1604,latino
32180,4144,4290,11227,9938,9723,19661,white non-hispanic
32180,197,442,445,524,560,1084,black
32180,32,47,115,90,104,194,asian
32180,837,561,833,1153,1078,2231,latino
32220,12047,9670,26900,24560,24057,48617,white non-hispanic
32220,3445,3353,7394,7577,6615,14192,black
32220,206,20,242,248,220,468,asian
32220,3707,2211,2549,4107,4360,8467,latino
32260,7877,6381,19811,17107,16962,34069,white non-hispanic
32260,92,174,166,201,231,432,black
32260,368,527,431,649,677,1326,asian
32260,3725,2231,2439,3968,4427,8395,latino
32280,5637,7821,16379,15279,14558,29837,white non-hispanic
32280,561,1220,1152,1601,1332,2933,black
32280,5,0,38,8,35,43,asian
32280,270,291,209,308,462,770,latino
32300,7746,7155,29021,22948,20974,43922,white non-hispanic
32300,3960,3512,10224,9485,8211,17696,black
32300,120,16,234,184,186,370,asian
32300,1506,882,991,1616,1763,3379,latino
32340,3565,8182,9599,10750,10596,21346,white non-hispanic
32340,59,383,164,263,343,606,black
32340,32,202,153,272,115,387,asian
32340,77,223,65,143,222,365,latino
32380,9545,9066,29406,24557,23460,48017,white non-hispanic
32380,354,258,202,348,466,814,black
32380,129,57,323,251,258,509,asian
32380,787,555,851,1042,1151,2193,latino
32420,5146,7377,22999,18370,17152,35522,white non-hispanic
32420,533,644,2535,2049,1663,3712,black
32420,0,1,76,36,41,77,asian
32420,17656,24509,53324,50180,45309,95489,latino
32460,7697,6404,19625,17207,16519,33726,white non-hispanic
32460,582,404,756,939,803,1742,black
32460,96,13,67,62,114,176,asian
32460,1002,581,690,987,1286,2273,latino
32500,3423,3026,9024,7996,7477,15473,white non-hispanic
32500,283,230,490,464,539,1003,black
32500,28,26,62,45,71,116,asian
32500,8,98,20,6,120,126,latino
32540,5969,6194,20100,16100,16163,32263,white non-hispanic
32540,264,377,780,493,928,1421,black
32540,30,47,108,147,38,185,asian
32540,805,625,694,938,1186,2124,latino
32580,254685,181430,310096,384139,362072,746211,white non-hispanic
32580,1538,1206,2053,1756,3041,4797,black
32580,2067,1736,4492,4245,4050,8295,asian
32580,269238,193316,308240,395906,374888,770794,latino
32620,5333,4254,15438,12804,12221,25025,white non-hispanic
32620,7723,6109,12639,14150,12321,26471,black
32620,12,41,168,93,128,221,asian
32620,368,124,159,259,392,651,latino
32660,8410,7225,21392,18761,18266,37027,white non-hispanic
32660,79,82,344,211,294,505,black
32660,60,87,84,125,106,231,asian
32660,1458,945,1105,1462,2046,3508,latino
32700,6203,5499,15604,13874,13432,27306,white non-hispanic
32700,9,179,112,98,202,300,black
32700,0,52,88,103,37,140,asian
32700,462,388,307,476,681,1157,latino
32740,17242,16531,49337,42277,40833,83110,white non-hispanic
32740,413,539,730,892,790,1682,black
32740,43,166,151,226,134,360,asian
32740,379,355,312,527,519,1046,latino
32780,38506,38269,117071,99341,94505,193846,white non-hispanic
32780,374,345,637,450,906,1356,black
32780,363,575,1607,1565,980,2545,asian
32780,9738,7399,8791,12478,13450,25928,latino
32820,134094,130834,366605,321219,310314,631533,white non-hispanic
32820,173929,161936,291380,335669,291576,627245,black
32820,6519,6795,13614,14407,12521,26928,asian
32820,29323,19447,22715,32834,38651,71485,latino
32860,7954,12373,21291,20705,20913,41618,white non-hispanic
32860,52,210,8,146,124,270,black
32860,435,577,164,608,568,1176,asian
32860,286,323,192,389,412,801,latino
32900,41885,36448,75316,76628,77021,153649,white non-hispanic
32900,1920,2367,4334,3985,4636,8621,black
32900,5298,6769,8157,10219,10005,20224,asian
32900,55903,43096,56651,76338,79312,155650,latino
32940,11386,11079,34030,28493,28002,56495,white non-hispanic
32940,12063,11489,21694,23987,21259,45246,black
32940,25,222,278,258,267,525,asian
32940,751,598,711,892,1168,2060,latino
32980,5045,4461,17644,13480,13670,27150,white non-hispanic
32980,47,52,51,50,100,150,black
32980,19,19,66,48,56,104,asian
32980,176,89,139,166,238,404,latino
33020,5186,4830,13030,12456,10590,23046,white non-hispanic
33020,184,478,910,965,607,1572,black
33020,0,0,54,49,5,54,asian
33020,350,204,200,393,361,754,latino
33060,4398,4283,12974,11093,10562,21655,white non-hispanic
33060,85,196,53,141,193,334,black
33060,80,48,98,104,122,226,asian
33060,733,469,514,850,866,1716,latino
33100,783020,867169,2616103,2180522,2085770,4266292,white non-hispanic
33100,338236,334914,613265,676752,609663,1286415,black
33100,27708,36119,83997,78030,69794,147824,asian
33100,558678,613201,1491356,1371011,1292224,2663235,latino
33140,18553,18389,55214,45627,46529,92156,white non-hispanic
33140,2957,3825,5448,5050,7180,12230,black
33140,165,117,364,389,257,646,asian
33140,2578,1973,2384,3203,3732,6935,latino
33180,5433,5294,15289,13367,12649,26016,white non-hispanic
33180,199,263,450,456,456,912,black
33180,0,2,53,44,11,55,asian
33180,32,26,22,39,41,80,latino
33220,16452,15910,45682,39715,38329,78044,white non-hispanic
33220,310,421,489,588,632,1220,black
33220,495,352,1015,1075,787,1862,asian
33220,729,622,806,1060,1097,2157,latino
33260,37925,35903,63088,68734,68182,136916,white non-hispanic
33260,2695,2732,4557,4725,5259,9984,black
33260,914,824,1364,1660,1442,3102,asian
33260,24913,21513,25198,35216,36408,71624,latino
33300,3735,8516,14523,13015,13759,26774,white non-hispanic
33300,5667,6846,12696,11949,13260,25209,black
33300,133,182,419,432,302,734,asian
33300,279,375,501,557,598,1155,latino
33340,230055,250434,676963,588717,568735,1157452,white non-hispanic
33340,82384,69109,109936,140682,120747,261429,black
33340,15827,17314,22203,28047,27297,55344,asian
33340,61412,45749,57058,80206,84013,164219,latino
33420,5950,4922,14931,13107,12696,25803,white non-hispanic
33420,233,102,346,323,358,681,black
33420,4,63,110,81,96,177,asian
33420,2063,1461,2015,2726,2813,5539,latino
33460,590335,614346,1602688,1420316,1387053,2807369,white non-hispanic
33460,97085,78921,107171,140824,142353,283177,black
33460,65265,74184,85928,115531,109846,225377,asian
33460,77604,56788,67025,97453,103964,201417,latino
33500,15520,20531,33315,32950,36416,69366,white non-hispanic
33500,526,1253,799,1081,1497,2578,black
33500,199,519,342,570,490,1060,asian
33500,1418,1819,965,2052,2150,4202,latino
33540,19258,31126,54623,52047,52960,105007,white non-hispanic
33540,84,81,270,119,316,435,black
33540,270,618,751,947,692,1639,asian
33540,1134,1307,1092,1495,2038,3533,latino
33580,5048,4599,11895,10881,10661,21542,white non-hispanic
33580,85,75,115,158,117,275,black
33580,0,0,18,18,0,18,asian
33580,97,245,142,120,364,484,latino
33620,4813,5082,12666,11004,11557,22561,white non-hispanic
33620,228,485,729,445,997,1442,black
33620,40,16,95,109,42,151,asian
33620,172,80,239,284,207,491,latino
33660,51332,53312,140898,125876,119666,245542,white non-hispanic
33660,40534,36779,69110,79061,67362,146423,black
33660,1960,2320,3847,4123,4004,8127,asian
33660,3649,3172,4595,5477,5939,11416,latino
33700,104612,93900,202149,203827,196834,400661,white non-hispanic
33700,4026,4041,7054,7668,7453,15121,black
33700,6851,7428,15209,15471,14017,29488,asian
33700,85184,66248,89384,119399,121417,240816,latino
33740,23628,23821,62473,56266,53656,109922,white non-hispanic
33740,19664,17591,27105,34212,30148,64360,black
33740,361,500,763,890,734,1624,asian
33740,1529,1534,1398,1972,2489,4461,latino
33780,30397,27186,83829,71512,69900,141412,white non-hispanic
33780,890,869,1683,1729,1713,3442,black
33780,172,246,528,550,396,946,asian
33780,1831,1344,1987,2457,2705,5162,latino
33860,38568,38335,112826,96993,92736,189729,white non-hispanic
33860,42792,46507,76347,88670,76976,165646,black
33860,1750,1436,3358,3501,3043,6544,asian
33860,4803,3054,3625,5362,6120,11482,latino
33940,8230,6599,23458,19524,18763,38287,white non-hispanic
33940,47,8,118,124,49,173,black
33940,115,41,179,170,165,335,asian
33940,3049,2040,3278,4066,4301,8367,latino
33980,10398,10328,40656,31345,30037,61382,white non-hispanic
33980,682,918,2308,1739,2169,3908,black
33980,154,211,395,464,296,760,asian
33980,1120,719,1057,1349,1547,2896,latino
34020,7215,6277,18468,15965,15995,31960,white non-hispanic
34020,4291,3938,8133,8646,7716,16362,black
34020,79,209,442,309,421,730,asian
34020,1236,1013,1349,1336,2262,3598,latino
34060,20926,42511,61340,61694,63083,124777,white non-hispanic
34060,687,2130,2534,1597,3754,5351,black
34060,505,1701,1260,1628,1838,3466,asian
34060,615,1528,743,1254,1632,2886,latino
34100,21968,20622,63669,54414,51845,106259,white non-hispanic
34100,703,866,1933,1675,1827,3502,black
34100,279,154,524,592,365,957,asian
34100,4010,2446,2649,4254,4851,9105,latino
34140,6476,13742,15580,17444,18354,35798,white non-hispanic
34140,103,147,29,153,126,279,black
34140,239,638,156,543,490,1033,asian
34140,387,852,373,780,832,1612,latino
34180,16613,14290,34049,32277,32675,64952,white non-hispanic
34180,105,254,277,391,245,636,black
34180,238,196,590,526,498,1024,asian
34180,15658,10550,11815,18363,19660,38023,latino
34220,6893,5888,16722,15050,14453,29503,white non-hispanic
34220,3097,2558,4758,5450,4963,10413,black
34220,104,10,272,181,205,386,asian
34220,3363,2518,2802,3846,4837,8683,latino
34260,6870,5882,26847,20581,19018,39599,white non-hispanic
34260,14,24,36,22,52,74,black
34260,7,0,153,99,61,160,asian
34260,276,314,289,434,445,879,latino
34300,5827,6283,10663,10941,11832,22773,white non-hispanic
34300,173,366,232,365,406,771,black
34300,77,398,340,452,363,815,asian
34300,1622,1306,1372,1993,2307,4300,latino
34340,13817,11802,40549,34153,32015,66168,white non-hispanic
34340,559,528,1616,1442,1261,2703,black
34340,123,126,195,282,162,444,asian
34340,3137,1870,2347,3491,3863,7354,latino
34380,10108,25565,26749,32151,30271,62422,white non-hispanic
34380,266,1191,359,871,945,1816,black
34380,176,521,475,581,591,1172,asian
34380,843,1130,711,1311,1373,2684,latino
34420,6545,4941,12073,12101,11458,23559,white non-hispanic
34420,783,689,1518,1603,1387,2990,black
34420,68,53,156,134,143,277,asian
34420,5517,3661,4571,6770,6979,13749,latino
34460,10432,8560,25043,22201,21834,44035,white non-hispanic
34460,136,76,707,502,417,919,black
34460,7,42,14,50,13,63,asian
34460,419,311,242,299,673,972,latino
34500,6941,6591,20065,16529,17068,33597,white non-hispanic
34500,796,1052,1429,1247,2030,3277,black
34500,125,81,233,271,168,439,asian
34500,274,320,334,332,596,928,latino
34540,13380,13138,32333,30035,28816,58851,white non-hispanic
34540,102,251,268,249,372,621,black
34540,23,79,122,170,54,224,asian
34540,275,366,233,471,403,874,latino
34580,19912,19327,62008,51108,50139,101247,white non-hispanic
34580,278,400,344,458,564,1022,black
34580,278,427,1393,1303,795,2098,asian
34580,8945,6038,6868,10708,11143,21851,latino
34620,18018,31134,53417,53319,49250,102569,white non-hispanic
34620,2267,2833,3363,4322,4141,8463,black
34620,366,590,607,797,766,1563,asian
34620,834,1064,763,1398,1263,2661,latino
34660,6173,11082,18011,18306,16960,35266,white non-hispanic
34660,160,671,603,680,754,1434,black
34660,52,324,331,372,335,707,asian
34660,362,352,290,520,484,1004,latino
34700,9390,7895,21770,19676,19379,39055,white non-hispanic
34700,309,346,224,466,413,879,black
34700,101,204,172,279,198,477,asian
34700,2908,1935,2679,3713,3809,7522,latino
34740,30142,28422,80744,70198,69110,139308,white non-hispanic
34740,6244,6207,10975,11698,11728,23426,black
34740,142,186,581,572,337,909,asian
34740,3893,2492,3027,4609,4803,9412,latino
34780,7629,8119,25297,21179,19866,41045,white non-hispanic
34780,1768,1968,3778,3695,3819,7514,black
34780,126,90,276,245,247,492,asian
34780,1717,1063,1296,1923,2153,4076,latino
34820,56087,61632,235416,182747,170388,353135,white non-hispanic
34820,14242,14031,27331,29348,26256,55604,black
34820,857,975,2749,2421,2160,4581,asian
34820,8750,6625,9019,11133,13261,24394,latino
34860,11267,14973,23612,25679,24173,49852,white non-hispanic
34860,2788,4330,4485,6482,5121,11603,black
34860,363,273,538,696,478,1174,asian
34860,4927,3806,3639,6047,6325,12372,latino
34900,19718,19262,63438,51633,50785,102418,white non-hispanic
34900,652,801,1545,1366,1632,2998,black
34900,2298,2417,6435,5951,5199,11150,asian
34900,15558,13108,18881,22982,24565,47547,latino
34940,51655,49261,213356,159288,154984,314272,white non-hispanic
34940,7322,5929,11864,12647,12468,25115,black
34940,736,913,2903,2603,1949,4552,asian
34940,29207,25526,42215,46692,50256,96948,latino
34980,315911,334481,778313,726626,702079,1428705,white non-hispanic
34980,70898,79524,127667,147394,130695,278089,black
34980,11998,13332,22342,25060,22612,47672,asian
34980,49824,34800,43300,60501,67423,127924,latino
35020,5110,4408,15585,12258,12845,25103,white non-hispanic
35020,6637,5822,12649,13155,11953,25108,black
35020,92,93,55,129,111,240,asian
35020,862,525,1546,707,2226,2933,latino
35060,4239,5393,11462,10727,10367,21094,white non-hispanic
35060,4418,5087,6470,8465,7510,15975,black
35060,84,24,158,195,71,266,asian
35060,288,292,264,448,396,844,latino
35100,17162,21281,50238,43534,45147,88681,white non-hispanic
35100,6123,6893,14485,13992,13509,27501,black
35100,1077,579,1327,1482,1501,2983,asian
35100,2826,3330,2111,3562,4705,8267,latino
35140,4451,4392,14885,12030,11698,23728,white non-hispanic
35140,2977,2971,6034,6133,5849,11982,black
35140,0,44,30,66,8,74,asian
35140,1142,619,1012,1295,1478,2773,latino
35220,9623,8962,27627,22665,23547,46212,white non-hispanic
35220,90,535,493,184,934,1118,black
35220,60,79,89,65,163,228,asian
35220,264,264,285,315,498,813,latino
35260,15434,15112,51528,42451,39623,82074,white non-hispanic
35260,837,810,1504,1504,1647,3151,black
35260,114,97,189,241,159,400,asian
35260,434,305,412,576,575,1151,latino
35300,116339,136750,388089,332077,309101,641178,white non-hispanic
