cbsa_code,age_017,age_1834,age_35plus,female,male,total,race
48180,966,383,1054,805,1598,2403,latino
48220,5540,7109,11041,11921,11769,23690,white non-hispanic
48220,195,400,296,394,497,891,black
48220,84,113,145,230,112,342,asian
48220,2080,1509,1506,2397,2698,5095,latino
48260,20679,21180,70521,57921,54459,112380,white non-hispanic
48260,1054,1134,2682,2509,2361,4870,black
48260,85,111,305,263,238,501,asian
48260,470,468,598,834,702,1536,latino
48300,21002,18368,56603,47852,48121,95973,white non-hispanic
48300,171,63,259,214,279,493,black
48300,229,210,648,731,356,1087,asian
48300,13260,9344,10632,15771,17465,33236,latino
48460,9119,7561,21817,19670,18827,38497,white non-hispanic
48460,22,95,13,59,71,130,black
48460,46,47,95,106,82,188,asian
48460,295,288,240,340,483,823,latino
48500,1479,1351,5118,4184,3764,7948,white non-hispanic
48500,3182,2864,5753,6440,5359,11799,black
48500,23,49,58,29,101,130,asian
48500,79,11,38,76,52,128,latino
48540,25554,26408,83568,69028,66502,135530,white non-hispanic
48540,1084,1439,2359,1619,3263,4882,black
48540,74,146,440,351,309,660,asian
48540,509,391,474,641,733,1374,latino
48580,20035,21988,54339,48284,48078,96362,white non-hispanic
48580,376,481,315,547,625,1172,black
48580,214,268,525,577,430,1007,asian
48580,4442,3114,3817,5353,6020,11373,latino
48620,129307,117022,281045,266621,260753,527374,white non-hispanic
48620,14764,12731,21057,24162,24390,48552,black
48620,5367,6816,11118,12330,10971,23301,asian
48620,32860,22011,25760,39211,41420,80631,latino
48660,25455,31223,64625,59114,62189,121303,white non-hispanic
48660,2970,5055,5729,6137,7617,13754,black
48660,519,934,1427,1412,1468,2880,asian
48660,8634,8129,8978,12003,13738,25741,latino
48700,20406,23371,62434,53937,52274,106211,white non-hispanic
48700,1853,1723,2135,2886,2825,5711,black
48700,188,137,379,414,290,704,asian
48700,889,714,601,1157,1047,2204,latino
48780,6999,7887,13154,12950,15090,28040,white non-hispanic
48780,311,649,170,394,736,1130,black
48780,54,28,136,141,77,218,asian
48780,756,904,346,802,1204,2006,latino
48820,8174,7338,22009,18861,18660,37521,white non-hispanic
48820,893,671,282,781,1065,1846,black
48820,104,133,110,182,165,347,asian
48820,2100,1441,1520,2339,2722,5061,latino
48900,40026,54435,127591,114468,107584,222052,white non-hispanic
48900,9772,9536,20966,21401,18873,40274,black
48900,553,1090,1516,1730,1429,3159,asian
48900,5975,4499,5300,7717,8057,15774,latino
48940,9063,8171,22194,20049,19379,39428,white non-hispanic
48940,151,239,511,375,526,901,black
48940,45,58,65,114,54,168,asian
48940,269,159,236,245,419,664,latino
48980,8122,7486,25771,21678,19701,41379,white non-hispanic
48980,7846,7212,17249,17669,14638,32307,black
48980,75,282,277,300,334,634,asian
48980,3527,2130,2539,3836,4360,8196,latino
49020,26244,24166,70872,60992,60290,121282,white non-hispanic
49020,1415,1401,3537,3027,3326,6353,black
49020,311,464,1035,1030,780,1810,asian
49020,4478,2744,4258,5314,6166,11480,latino
49080,3990,3241,7832,7194,7869,15063,white non-hispanic
49080,0,30,80,15,95,110,black
49080,0,0,43,27,16,43,asian
49080,1683,1115,1722,2172,2348,4520,latino
49100,8287,14964,24508,24167,23592,47759,white non-hispanic
49100,209,399,142,389,361,750,black
49100,319,770,282,694,677,1371,asian
49100,482,500,436,687,731,1418,latino
49180,105274,96503,298555,257646,242686,500332,white non-hispanic
49180,28714,28911,58862,62971,53516,116487,black
49180,2737,2988,5246,5952,5019,10971,asian
49180,28004,16566,21174,32200,33544,65744,latino
49220,14293,12646,42425,35253,34111,69364,white non-hispanic
49220,231,104,149,233,251,484,black
49220,550,463,469,730,752,1482,asian
49220,893,589,572,960,1094,2054,latino
49260,4708,4142,9987,9329,9508,18837,white non-hispanic
49260,1,42,133,19,157,176,black
49260,0,8,31,39,0,39,asian
49260,1037,642,896,1209,1366,2575,latino
49300,26589,23188,60405,55680,54502,110182,white non-hispanic
49300,424,470,716,755,855,1610,black
49300,215,441,482,556,582,1138,asian
49300,790,581,781,945,1207,2152,latino
49340,159149,169337,466331,404656,390161,794817,white non-hispanic
49340,11147,12846,18182,20352,21823,42175,black
49340,9647,11419,19105,20565,19606,40171,asian
49340,33996,29811,37614,50696,50725,101421,latino
49380,4036,3312,9721,8527,8542,17069,white non-hispanic
49380,293,407,248,468,480,948,black
49380,433,401,538,652,720,1372,asian
49380,2333,1816,1714,2769,3094,5863,latino
49420,54869,41801,96914,97130,96454,193584,white non-hispanic
49420,666,673,1071,892,1518,2410,black
49420,621,455,1396,1443,1029,2472,asian
49420,48175,32754,39151,58538,61542,120080,latino
49460,4374,4196,12370,10254,10686,20940,white non-hispanic
49460,51,141,232,62,362,424,black
49460,0,57,93,84,66,150,asian
49460,301,215,325,295,546,841,latino
49620,81483,78104,233678,199496,193769,393265,white non-hispanic
49620,7389,6223,11481,12328,12765,25093,black
49620,1563,1587,3267,3434,2983,6417,asian
49620,11729,8804,10110,14805,15838,30643,latino
49660,88587,88449,292515,240265,229286,469551,white non-hispanic
49660,15722,14495,28618,30823,28012,58835,black
49660,813,1017,1863,1970,1723,3693,asian
49660,5939,4984,6972,8077,9818,17895,latino
49700,30966,28186,62660,61117,60695,121812,white non-hispanic
49700,1092,1138,2224,1950,2504,4454,black
49700,4503,5245,9640,9760,9628,19388,asian
49700,18291,13533,17565,24109,25280,49389,latino
49740,36155,34542,78609,73472,75834,149306,white non-hispanic
49740,758,1652,1857,1545,2722,4267,black
49740,432,769,1461,1366,1296,2662,asian
49740,41758,36356,50351,63634,64831,128465,latino
49780,17511,16297,45349,40872,38285,79157,white non-hispanic
49780,420,791,1462,1178,1495,2673,black
49780,30,174,137,208,133,341,asian
49780,341,218,322,381,500,881,latino
49820,4689,3169,5823,6847,6834,13681,white non-hispanic
49820,20,52,50,79,43,122,black
49820,73,0,29,52,50,102,asian
49820,4728,3284,5548,6784,6776,13560,latino
