year,stco_code,frominstate_edu_baplus,frominstate_total,fromdiffstate_edu_baplus,fromdiffstate_total,fromabroad_edu_baplus,fromabroad_total,movein_edu_baplus,movein_total,pct_newcomer,newcomer_pct_edu_baplus
2009,12029,7,399,28,79,0,0,28,79,0.00798383021728146,0.354430379746835
2009,12031,3395,13115,5513,16806,924,2814,6437,19620,0.0356842760020516,0.328083588175331
2009,12033,926,5139,1970,7763,333,1043,2303,8806,0.0449579317105048,0.261526232114467
2009,12035,569,2254,617,3207,46,291,663,3498,0.0550614679909962,0.189536878216123
2009,12037,26,882,38,197,25,31,63,228,0.0275661951396445,0.276315789473684
2009,12039,117,2218,120,301,31,62,151,363,0.0115608777349597,0.415977961432507
2009,12041,2,508,0,92,0,49,0,141,0.0133459536204449,0
2009,12043,25,399,26,187,0,0,26,187,0.0231120998640465,0.13903743315508
2009,12045,193,1442,51,142,0,0,51,142,0.0121773432810222,0.359154929577465
2009,12047,55,984,4,294,0,0,4,294,0.0304347826086957,0.0136054421768707
2009,12049,64,846,21,355,26,277,47,632,0.0349770324865792,0.0743670886075949
2009,12051,157,1496,23,223,54,1123,77,1346,0.0579822520892565,0.0572065378900446
2009,12053,756,4812,728,4331,133,628,861,4959,0.0404146597882692,0.17362371445856
2009,12055,542,2340,222,2033,136,318,358,2351,0.0323148186329086,0.152275627392599
2009,12057,6155,19798,8631,23327,2131,5564,10762,28891,0.0377454874212193,0.372503547817659
2009,12059,40,859,62,317,0,3,62,320,0.0244162978788341,0.19375
2009,12061,639,2956,961,3047,85,278,1046,3325,0.0342529256634251,0.314586466165414
2009,12063,76,2650,67,756,14,61,81,817,0.0236256904080275,0.0991432068543452
2009,12065,59,478,12,82,0,21,12,103,0.0107001869935591,0.116504854368932
2009,12067,0,435,0,0,0,0,0,0,0,NA
2009,12069,1890,9466,1788,8242,262,996,2050,9238,0.0418037423354526,0.221909504221693
2009,12071,1899,9301,5424,17617,640,2295,6064,19912,0.0479312901393262,0.304539975893933
2009,12073,1204,4447,1569,3621,359,478,1928,4099,0.0292047251948644,0.470358624054647
2009,12075,205,1526,55,545,0,166,55,711,0.0262235827831667,0.0773558368495077
2009,12077,29,481,0,317,0,0,0,317,0.0647467320261438,0
2009,12079,95,1259,0,108,0,43,0,151,0.011898195571665,0
2009,12081,2164,6404,2619,8397,353,943,2972,9340,0.0414834554741284,0.318201284796574
2009,12083,1451,8055,1868,7527,85,650,1953,8177,0.0353561777105178,0.238840650605356
2009,12085,799,3790,1047,3462,254,532,1301,3994,0.0384963855421687,0.325738607911868
2009,12086,5034,20150,7989,19439,6928,24139,14917,43578,0.0263855310074492,0.342305750608105
2009,12087,326,1254,777,2222,43,349,820,2571,0.0450428353685243,0.318942045896538
2009,12089,225,1391,395,1199,74,107,469,1306,0.0276431368398772,0.359111791730475
2009,12091,575,2155,1611,5640,423,1259,2034,6899,0.0584007720177429,0.294825337005363
2009,12093,11,956,108,824,20,422,128,1246,0.0474052655607974,0.102728731942215
2009,12095,6743,23742,6514,18691,2529,8158,9043,26849,0.0391261073392236,0.336809564602034
2009,12097,1721,7867,1299,5617,362,1827,1661,7444,0.0461091530756985,0.223132724341752
2009,12099,5692,18122,10238,26356,2192,7364,12430,33720,0.0373963200335369,0.368623962040332
2009,12101,4799,17374,2546,11817,314,1479,2860,13296,0.0407613943977608,0.215102286401925
2009,12103,3715,12277,5985,19045,1745,4866,7730,23911,0.0353210893980599,0.323282171385555
2009,12105,2365,11860,2446,11862,660,2432,3106,14294,0.0375904653706976,0.217293969497691
2009,12107,239,1741,136,987,0,192,136,1179,0.0236414678163224,0.115351993214589
2009,12109,1525,5328,2756,5394,193,635,2949,6029,0.0493658344864856,0.489135843423453
2009,12111,1076,7313,1068,4991,447,890,1515,5881,0.0329023559228157,0.257609250127529
2009,12113,825,3879,1384,5102,417,834,1801,5936,0.0599680762936173,0.303402964959569
2009,12115,1800,6726,4007,10572,474,1497,4481,12069,0.0424049498793098,0.371281796337725
2009,12117,3924,13010,2594,7254,735,1685,3329,8939,0.032731480294836,0.372413021590782
2009,12119,105,2616,895,3117,158,650,1053,3767,0.0649370798138252,0.279532784709318
2009,12121,163,1719,46,414,0,0,46,414,0.0153123497429449,0.111111111111111
2009,12123,50,950,68,230,18,18,86,248,0.0177294824134973,0.346774193548387
2009,12125,64,1602,18,172,1,11,19,183,0.0180830039525692,0.103825136612022
2009,12127,2209,8748,1871,9743,459,1722,2330,11465,0.032354011869252,0.203227213257741
2009,12129,105,1970,75,218,0,0,75,218,0.0102951593860685,0.344036697247706
2009,12131,429,2890,648,1743,58,237,706,1980,0.0522234530780187,0.356565656565657
2009,12133,88,905,36,300,0,0,36,300,0.0187090739008419,0.12
2009,13001,0,134,0,57,0,0,0,57,0.0049547983310153,0
2009,13003,36,147,0,41,22,22,22,63,0.0132492113564669,0.349206349206349
2009,13005,10,525,9,175,0,0,9,175,0.025263461816082,0.0514285714285714
2009,13007,0,10,0,0,0,0,0,0,0,NA
2009,13009,175,1629,100,282,10,55,110,337,0.0119135998868738,0.326409495548961
2009,13011,110,591,15,95,0,47,15,142,0.0129020534254043,0.105633802816901
2009,13013,334,2611,62,734,0,86,62,820,0.0195624686881218,0.075609756097561
2009,13015,246,2396,196,1187,15,123,211,1310,0.0222414642014296,0.161068702290076
2009,13017,80,343,10,285,0,18,10,303,0.0272090517241379,0.033003300330033
2009,13019,0,489,32,305,0,38,32,343,0.0315925209542231,0.0932944606413994
2009,13021,579,3967,731,1863,104,235,835,2098,0.0213795844330538,0.397998093422307
2009,13023,39,186,0,27,0,12,0,39,0.00527811611855461,0
2009,13025,32,455,0,212,0,0,0,212,0.020988020988021,0
2009,13027,163,631,12,85,0,51,12,136,0.0126723816623183,0.0882352941176471
2009,13029,356,1052,322,841,111,169,433,1010,0.0547158567636383,0.428712871287129
2009,13031,274,1330,98,624,0,37,98,661,0.0201764292909252,0.148260211800303
2009,13033,37,495,0,124,0,0,0,124,0.00905373831775701,0
2009,13035,77,2032,9,73,0,24,9,97,0.00607731345153812,0.0927835051546392
2009,13037,22,641,11,44,0,0,11,44,0.0104811815150071,0.25
2009,13039,118,650,304,1246,54,176,358,1422,0.0516339869281046,0.251758087201125
2009,13043,0,188,28,96,0,0,28,96,0.0148606811145511,0.291666666666667
2009,13045,398,2535,409,1984,21,426,430,2410,0.0346588049183864,0.178423236514523
2009,13047,161,1036,435,1650,0,49,435,1699,0.0407277783104804,0.256032960565038
2009,13049,10,334,15,219,0,0,15,219,0.0307411566535654,0.0684931506849315
2009,13051,864,3816,2601,5606,280,843,2881,6449,0.0402273039160647,0.446735928050861
2009,13053,126,458,1242,2430,244,824,1486,3254,0.452887961029923,0.456668715427167
2009,13055,68,760,0,204,0,8,0,212,0.0117823598065915,0
2009,13057,1646,5842,1465,3523,137,614,1602,4137,0.0320511330621732,0.38723712835388
2009,13059,829,2056,911,1456,188,345,1099,1801,0.0327430732310377,0.610216546363132
2009,13061,0,62,31,43,0,0,31,43,0.0196167883211679,0.720930232558139
2009,13063,2133,11385,879,5893,187,866,1066,6759,0.0417018861172638,0.157715638408049
2009,13065,48,115,0,0,0,71,0,71,0.0161180476730988,0
2009,13067,8505,20403,7278,16858,1500,2984,8778,19842,0.0446210516373646,0.442394919866949
2009,13069,56,565,53,255,0,17,53,272,0.010793222491171,0.194852941176471
2009,13071,137,1154,27,436,41,116,68,552,0.0197354308187344,0.123188405797101
2009,13073,621,2652,955,2109,136,412,1091,2521,0.0368034569847735,0.432764775882586
2009,13075,46,417,53,83,0,0,53,83,0.00791833619538256,0.63855421686747
2009,13077,597,3224,728,2367,47,466,775,2833,0.0369814374853145,0.273561595481821
2009,13079,10,354,0,6,0,0,0,6,0.000717102904266762,0
2009,13081,0,349,14,376,0,0,14,376,0.0272069464544139,0.0372340425531915
2009,13083,9,239,41,329,47,47,88,376,0.0366614664586583,0.234042553191489
2009,13085,202,1353,69,457,0,43,69,500,0.0344922737306843,0.138
2009,13087,31,681,154,361,8,9,162,370,0.0204770601582821,0.437837837837838
2009,13089,10315,28660,6641,15229,2013,4137,8654,19366,0.0398849133039644,0.446865640813797
2009,13091,58,463,37,68,0,15,37,83,0.0066151271220212,0.44578313253012
2009,13093,10,551,0,32,0,0,0,32,0.00408997955010225,0
2009,13095,371,2457,268,1406,48,351,316,1757,0.0303244735933725,0.179852020489471
2009,13097,1117,6055,778,3358,37,114,815,3472,0.0456235791908122,0.234735023041475
2009,13099,29,98,0,0,0,0,0,0,0,NA
2009,13101,0,112,0,0,0,0,0,0,0,NA
2009,13103,229,1392,45,728,48,89,93,817,0.0260199369406669,0.113831089351285
2009,13105,36,446,30,93,0,14,30,107,0.00781820838813386,0.280373831775701
2009,13107,21,616,2,248,0,0,2,248,0.0174389986639477,0.00806451612903226
2009,13109,12,479,0,35,0,46,0,81,0.0115664715122091,0
2009,13111,86,345,54,171,0,36,54,207,0.0125996713129223,0.260869565217391
2009,13113,877,2765,1093,2347,144,248,1237,2595,0.038447292392029,0.476685934489403
2009,13115,228,1497,482,1101,42,378,524,1479,0.0240241703620681,0.354293441514537
2009,13117,2732,5538,1345,2707,262,471,1607,3178,0.0315368508797174,0.505663939584644
2009,13119,32,385,29,111,0,44,29,155,0.0107014636840652,0.187096774193548
2009,13121,11826,28452,12907,25296,3227,5618,16134,30914,0.0475824735682853,0.521899463026461
2009,13123,86,632,23,316,6,108,29,424,0.0216459056565244,0.0683962264150943
2009,13125,12,51,0,47,2,7,2,54,0.029379760609358,0.037037037037037
2009,13127,380,1789,579,1523,117,234,696,1757,0.035472018089316,0.396129766647695
2009,13129,136,910,62,600,0,17,62,617,0.0185435638505695,0.100486223662885
2009,13131,137,701,66,215,13,59,79,274,0.0173802727561053,0.288321167883212
2009,13133,184,471,2,179,0,0,2,179,0.0160509325681492,0.0111731843575419
2009,13135,5545,17875,5949,16970,1161,3174,7110,20144,0.0426856531366877,0.352958697378872
2009,13137,115,1279,119,368,0,23,119,391,0.0147820498279838,0.304347826086957
2009,13139,870,4282,748,1907,111,542,859,2449,0.022082559376747,0.35075541037158
2009,13141,0,329,0,63,0,0,0,63,0.0102991662579696,0
2009,13143,7,1162,0,353,0,0,0,353,0.0189581095596133,0
2009,13145,179,1109,261,624,7,42,268,666,0.0341398400656141,0.402402402402402
2009,13147,86,912,7,142,0,0,7,142,0.00852392100366168,0.0492957746478873
2009,13149,0,510,34,123,0,18,34,141,0.0188755020080321,0.24113475177305
2009,13151,1339,6655,900,3778,158,394,1058,4172,0.0371035733978407,0.2535953978907
2009,13153,974,2771,588,2681,49,254,637,2935,0.0360436699455968,0.217035775127768
2009,13155,50,680,0,341,0,196,0,537,0.0756977727657175,0
2009,13157,411,2593,135,629,28,38,163,667,0.0173026537653376,0.244377811094453
2009,13159,21,333,67,155,0,39,67,194,0.0220579874928937,0.345360824742268
2009,13161,42,419,6,31,20,20,26,51,0.00607432110528823,0.509803921568627
2009,13163,3,273,9,79,0,0,9,79,0.00752667682926829,0.113924050632911
2009,13165,0,102,0,0,0,0,0,0,0,NA
2009,13167,0,610,0,89,0,9,0,98,0.0157835400225479,0
2009,13169,153,756,20,222,25,25,45,247,0.0136471628266755,0.182186234817814
2009,13171,40,578,0,95,0,51,0,146,0.0132944818794391,0
2009,13173,3,341,0,53,0,26,0,79,0.0157905256845892,0
2009,13175,130,780,41,351,0,38,41,389,0.0127020408163265,0.105398457583548
2009,13177,77,1370,37,445,13,64,50,509,0.024797817402319,0.0982318271119843
2009,13179,189,1285,519,2670,146,1174,665,3844,0.125069139417602,0.172996878251821
2009,13181,15,120,0,51,0,0,0,51,0.0091611280761631,0
2009,13183,0,546,81,463,0,42,81,505,0.0798292760037939,0.16039603960396
2009,13185,243,1672,684,2056,42,281,726,2337,0.0408702191287316,0.310654685494223
2009,13187,138,1140,66,390,0,106,66,496,0.0294571801876707,0.133064516129032
2009,13189,85,623,19,229,0,68,19,297,0.0214285714285714,0.063973063973064
2009,13191,0,353,24,62,0,0,24,62,0.00841590878240804,0.387096774193548
2009,13193,12,460,6,32,0,19,6,51,0.00586813945460822,0.117647058823529
2009,13195,166,990,29,72,0,15,29,87,0.00471800433839479,0.333333333333333
2009,13197,4,114,14,65,0,49,14,114,0.0251433612704014,0.12280701754386
2009,13199,50,465,38,133,0,21,38,154,0.0102783154241474,0.246753246753247
2009,13201,2,162,14,57,0,3,14,60,0.0145243282498184,0.233333333333333
2009,13205,60,697,27,80,0,11,27,91,0.00593413759373981,0.296703296703297
2009,13207,170,942,65,174,0,12,65,186,0.0114033474342468,0.349462365591398
2009,13209,95,260,0,40,6,6,6,46,0.00838497994896099,0.130434782608696
2009,13211,138,631,12,116,0,0,12,116,0.00956937799043062,0.103448275862069
2009,13213,36,686,25,273,0,8,25,281,0.0109410894365923,0.0889679715302491
2009,13215,406,2740,1437,6225,282,976,1719,7201,0.0633361185628216,0.238716844882655
2009,13217,588,3510,284,1318,9,186,293,1504,0.0259776150338538,0.194813829787234
2009,13219,456,837,163,395,12,37,175,432,0.0219959266802444,0.405092592592593
2009,13221,53,292,0,21,0,0,0,21,0.00226512781792687,0
2009,13223,435,4158,347,1805,17,35,364,1840,0.0237067577143593,0.197826086956522
2009,13225,197,816,99,407,0,0,99,407,0.0258166825245798,0.243243243243243
2009,13227,181,796,84,343,0,28,84,371,0.0175471787352788,0.226415094339623
2009,13229,0,645,3,239,0,6,3,245,0.0209598768072547,0.0122448979591837
2009,13231,42,762,0,52,0,36,0,88,0.00807339449541284,0
2009,13233,50,887,29,285,0,20,29,305,0.0114429353943123,0.0950819672131148
2009,13235,11,342,0,61,0,0,0,61,0.00892595844307872,0
2009,13237,112,507,123,267,0,0,123,267,0.0187407875342177,0.460674157303371
2009,13239,0,0,0,44,0,0,0,44,0.0254777070063694,0
2009,13241,75,247,125,331,0,33,125,364,0.0306500505220613,0.343406593406593
2009,13243,0,53,18,18,0,0,18,18,0.00383549968037503,1
2009,13245,902,3772,929,4312,462,1344,1391,5656,0.0463674968437966,0.245933521923621
2009,13247,457,3332,358,1598,86,382,444,1980,0.0389572060993605,0.224242424242424
2009,13249,5,104,0,25,0,0,0,25,0.00957487552661815,0
2009,13251,74,285,0,104,7,7,7,111,0.0115312694784957,0.0630630630630631
2009,13253,18,161,5,80,0,35,5,115,0.0195378865103636,0.0434782608695652
2009,13255,166,2005,93,443,14,80,107,523,0.0129336993347677,0.204588910133843
2009,13257,80,612,47,228,0,17,47,245,0.0144936109796498,0.191836734693878
2009,13259,0,60,8,46,0,0,8,46,0.0156196943972835,0.173913043478261
2009,13261,175,730,102,229,10,59,112,288,0.0144658194786278,0.388888888888889
2009,13263,7,215,0,4,0,0,0,4,0.000879120879120879,0
2009,13265,12,80,0,0,0,0,0,0,0,NA
2009,13267,114,1424,56,251,17,32,73,283,0.0187952447366673,0.257950530035336
2009,13269,8,419,0,0,0,0,0,0,0,NA
2009,13271,0,141,10,200,0,51,10,251,0.0268047842802221,0.0398406374501992
2009,13273,0,241,0,92,0,0,0,92,0.0137580379841483,0
2009,13275,215,1013,85,792,117,141,202,933,0.0314968604415637,0.216505894962487
2009,13277,123,1078,108,534,121,343,229,877,0.0342859376832558,0.261117445838084
2009,13279,125,564,58,314,9,116,67,430,0.0246856880417934,0.155813953488372
2009,13281,54,189,28,190,0,0,28,190,0.0234915924826904,0.147368421052632
2009,13283,27,254,0,122,0,5,0,127,0.0275189599133261,0
2009,13285,132,1231,148,971,94,130,242,1101,0.0275622089821259,0.219800181653043
2009,13287,0,155,0,221,0,0,0,221,0.0380182349905384,0
2009,13289,0,38,0,102,0,32,0,134,0.0200688932155159,0
2009,13291,95,489,69,529,0,23,69,552,0.0350810295519542,0.125
2009,13293,115,786,78,284,0,47,78,331,0.0182038167519111,0.235649546827795
2009,13295,83,1413,217,1470,7,25,224,1495,0.0342434376288424,0.149832775919732
2009,13297,554,3448,154,667,15,65,169,732,0.0137395123599302,0.230874316939891
2009,13299,64,840,150,672,0,49,150,721,0.0307331628303495,0.208044382801664
2009,13301,14,122,0,7,0,0,0,7,0.00177935943060498,0
2009,13303,52,532,27,78,0,0,27,78,0.00577051120810831,0.346153846153846
2009,13305,75,820,53,661,0,74,53,735,0.0388806601777402,0.072108843537415
2009,13307,5,66,0,91,0,0,0,91,0.0614449696151249,0
2009,13309,89,526,0,13,0,11,0,24,0.0048810250152532,0
2009,13311,56,287,44,150,0,0,44,150,0.00882041632365048,0.293333333333333
2009,13313,147,1297,192,1043,158,243,350,1286,0.022699992939349,0.272161741835148
2009,13315,2,435,12,37,0,30,12,67,0.0109441359032996,0.17910447761194
2009,13317,58,207,11,54,0,0,11,54,0.00759600506400338,0.203703703703704
2009,13319,8,199,25,32,0,24,25,56,0.00864197530864197,0.446428571428571
2009,13321,63,443,66,295,0,0,66,295,0.0210368680025672,0.223728813559322
2009,15001,327,980,1321,4219,162,518,1483,4737,0.0405710957707395,0.313067342199704
2009,15003,472,1803,8811,21797,3077,8596,11888,30393,0.0499893912554339,0.391142697331622
2009,15005,0,6,0,0,0,0,0,0,0,NA
2009,15007,153,396,495,1210,82,331,577,1541,0.0356952583910495,0.374432186891629
2009,15009,243,1093,1479,3547,221,674,1700,4221,0.0432785473336683,0.402748163942194
2009,16001,1391,6349,4207,10432,659,1656,4866,12088,0.050584601993589,0.402547981469226
2009,16003,60,135,19,81,0,0,19,81,0.0318146111547526,0.234567901234568
2009,16005,225,1163,405,1346,135,166,540,1512,0.0334779913205208,0.357142857142857
2009,16007,3,49,17,111,6,7,23,118,0.0317545748116254,0.194915254237288
2009,16009,0,153,17,162,0,0,17,162,0.0259075643691028,0.104938271604938
2009,16011,71,740,63,496,0,18,63,514,0.0205427440949602,0.122568093385214
2009,16013,41,244,332,730,41,202,373,932,0.0625503355704698,0.400214592274678
2009,16015,18,125,4,116,0,0,4,116,0.0219489120151372,0.0344827586206897
2009,16017,153,356,184,1154,26,88,210,1242,0.0431294926554849,0.169082125603865
2009,16019,375,2050,541,1696,118,232,659,1928,0.0338530692512993,0.341804979253112
2009,16021,133,276,0,245,0,0,0,245,0.0343473994111874,0
2009,16023,5,96,0,51,0,0,0,51,0.0263565891472868,0
2009,16025,7,10,0,15,0,0,0,15,0.0215208034433286,0
2009,16027,730,3791,740,3524,101,767,841,4291,0.0410009937318453,0.195991610347238
2009,16029,0,112,38,93,0,0,38,93,0.0208801077682982,0.408602150537634
2009,16031,85,468,31,265,0,21,31,286,0.0236344103793075,0.108391608391608
2009,16033,0,6,0,11,0,0,0,11,0.0170278637770898,0
2009,16035,17,291,18,148,0,16,18,164,0.0262820512820513,0.109756097560976
2009,16037,82,145,31,49,0,4,31,53,0.0183963901423117,0.584905660377358
2009,16039,60,275,104,868,53,307,157,1175,0.0703803533992213,0.133617021276596
2009,16041,12,45,29,406,25,62,54,468,0.0666192170818505,0.115384615384615
2009,16043,43,164,82,172,0,54,82,226,0.0303233597209178,0.36283185840708
2009,16045,52,495,63,459,0,0,63,459,0.0416515426497278,0.137254901960784
2009,16047,54,196,19,92,0,21,19,113,0.0128074351127734,0.168141592920354
2009,16049,68,401,63,240,10,10,73,250,0.0230223777511741,0.292
2009,16051,162,727,42,267,2,15,44,282,0.0220140515222482,0.156028368794326
2009,16053,66,402,3,172,0,19,3,191,0.0162885894593212,0.0157068062827225
2009,16055,218,1002,1211,4154,68,149,1279,4303,0.048314114727777,0.297234487566814
2009,16057,216,696,544,1196,8,9,552,1205,0.0620845999278685,0.458091286307054
2009,16059,106,240,35,74,0,0,35,74,0.0134057971014493,0.472972972972973
2009,16061,12,141,5,63,0,7,5,70,0.0267686424474187,0.0714285714285714
2009,16063,2,92,9,36,0,6,9,42,0.0155440414507772,0.214285714285714
2009,16065,36,321,160,526,2,49,162,575,0.045609581978266,0.281739130434783
2009,16067,12,391,38,168,0,10,38,178,0.0154890358510268,0.213483146067416
2009,16069,170,680,323,1247,28,39,351,1286,0.04836950389288,0.27293934681182
2009,16071,21,87,26,113,0,0,26,113,0.0441233893010543,0.230088495575221
2009,16073,10,421,0,157,0,16,0,173,0.0249963878052305,0
2009,16075,30,466,83,585,0,73,83,658,0.0462176020228981,0.126139817629179
2009,16077,1,121,26,47,3,3,29,50,0.0110448420587586,0.58
2009,16079,14,189,23,378,0,7,23,385,0.0413533834586466,0.0597402597402597
2009,16081,41,58,177,350,10,20,187,370,0.0683161004431315,0.505405405405405
2009,16083,184,975,209,1194,5,353,214,1547,0.0336765570237499,0.138332255979315
2009,16085,84,297,89,244,6,6,95,250,0.0400512656199936,0.38
2009,16087,17,204,43,320,0,9,43,329,0.0479102956167176,0.130699088145897
2009,17001,134,668,166,806,68,80,234,886,0.0195796777971758,0.26410835214447
2009,17003,49,214,0,114,0,13,0,127,0.0230825154489277,0
2009,17005,127,487,51,176,0,0,51,176,0.0150298889837746,0.289772727272727
2009,17007,221,1405,212,595,0,24,212,619,0.018976088289393,0.34248788368336
2009,17009,22,1033,1,79,0,0,1,79,0.0169382504288165,0.0126582278481013
2009,17011,151,749,14,113,17,48,31,161,0.00677238884448744,0.192546583850932
2009,17013,27,78,5,5,0,10,5,15,0.00418060200668896,0.333333333333333
2009,17015,37,427,12,69,0,68,12,137,0.012021762021762,0.0875912408759124
2009,17017,68,453,9,93,0,132,9,225,0.0252865812542144,0.04
2009,17019,866,2235,1399,2768,853,1087,2252,3855,0.0383250320617972,0.584176394293126
2009,17021,149,1132,19,176,0,14,19,190,0.00800438134557863,0.1
