"","Year","Academic.Institution..Campus.Level..survey.specific.","RDINST","fice","CITY","state","Zip","Total.R.D.Expenditures.in.All.Fields.Sum.","Total.R.D.Expenditures.in.All.Fields.Sum..Flag","Deflated.Total.R.D.Expenditures.in.All.Fields.Sum.","Deflated.Total.R.D.Expenditures.in.All.Fields.Sum..Flag","Business.Financed.R.D.Expenditures.Sum.","Business.Financed.R.D.Expenditures.Sum..Flag","Deflated.Business.Financed.R.D.Expenditures.Sum.","Deflated.Business.Financed.R.D.Expenditures.Sum..Flag","county","fips","cbsacode"
"197",2012,"Georgia Southern University",1572,1572,"Statesboro","Georgia","30460",5719,"",5456.54,"","216","","206.09","","13031","13031",44340
"198",2012,"Georgia State University",1574,1574,"Atlanta","Georgia","30303",91148,"",86964.98,"","597","","569.60","","13121","13121",12060
"199",2012,"Gonzaga University",3778,3778,"Spokane","Washington","99258",1765,"",1684,"","17","","16.22","","53063","53063",44060
"200",2012,"Governors State University",9145,9145,"University Park","Illinois","60466",928,"",885.41,"","0","","0.00","","17197","17197",16980
"201",2012,"Governors State University",9145,9145,"University Park","Illinois","60466",928,"",885.41,"","0","","0.00","","17031","17031",16980
"202",2012,"Grambling State University",2006,2006,"Grambling","Louisiana","71245",2179,"",2079,"","0","","0.00","","22061","22061",40820
"203",2012,"Grand Valley State University",2268,2268,"Allendale","Michigan","49401",7814,"i",7455.4,"i","25","i","23.85","i","26139","26139",24340
"204",2012,"Grinnell College",1868,1868,"Grinnell","Iowa","50112",2735,"",2609.48,"","2","","1.91","","19099","19099",35500
"205",2012,"Grinnell College",1868,1868,"Grinnell","Iowa","50112",2735,"",2609.48,"","2","","1.91","","19157","19157",NA
"206",2012,"Hamilton College",2728,2728,"Clinton","New York","13323",3069,"",2928.16,"","3","","2.86","","36065","36065",46540
"207",2012,"Hampshire College",4661,4661,"Amherst","Massachusetts","01002",507,"",483.73,"","0","","0.00","","25015","25015",44140
"208",2012,"Hampshire College",4661,4661,"Amherst","Massachusetts","01002",507,"",483.73,"","0","","0.00","","25011","25011",24640
"209",2012,"Hampton University",3714,3714,"Hampton","Virginia","23668",15356,"",14651.27,"","0","","0.00","","51650","51650",47260
"210",2012,"Harvard University",2155,2155,"Cambridge","Massachusetts","02138",799432,"",762744.01,"","34901","","33299.30","","25017","25017",14460
"211",2012,"Harvey Mudd College",1171,1171,"Claremont","California","91711",3512,"",3350.83,"","55","","52.48","","6037","06037",31080
"212",2012,"Haskell Indian Nations University",10438,10438,"Lawrence","Kansas","66046",1961,"",1871,"","0","","0.00","","20045","20045",29940
"213",2012,"Haverford College",3274,3274,"Haverford","Pennsylvania","19041",2588,"",2469.23,"","0","","0.00","","42045","42045",37980
"214",2012,"Haverford College",3274,3274,"Haverford","Pennsylvania","19041",2588,"",2469.23,"","0","","0.00","","42091","42091",37980
"215",2012,"Hawaii Pacific University",4548,7279,"Kaneohe","Hawaii","96744",1390,"",1326.21,"","0","","0.00","","15003","15003",46520
"216",2012,"Hobart and William Smith Colleges",2731,2731,"Geneva","New York","14456",1516,"",1446.43,"","18","","17.17","","36069","36069",40380
"217",2012,"Hobart and William Smith Colleges",2731,2731,"Geneva","New York","14456",1516,"",1446.43,"","18","","17.17","","36123","36123",40380
"218",2012,"Hobart and William Smith Colleges",2731,2731,"Geneva","New York","14456",1516,"",1446.43,"","18","","17.17","","36099","36099",42900
"219",2012,"Hofstra University",2732,2732,"Hempstead","New York","11550",3237,"",3088.45,"","0","","0.00","","36059","36059",35620
"220",2012,"Hope College",2273,2273,"Holland","Michigan","49423",3376,"",3221.07,"","0","","0.00","","26005","26005",26090
"221",2012,"Hope College",2273,2273,"Holland","Michigan","49423",3376,"",3221.07,"","0","","0.00","","26139","26139",24340
"222",2012,"Howard University",1448,1448,"Washington","District of Columbia","20059",45486,"",43398.53,"","875","","834.84","","11001","11001",47900
"223",2012,"Humboldt State University",1149,1149,"Arcata","California","95521",9510,"",9073.56,"","761","","726.08","","6023","06023",21700
"224",2012,"Icahn School of Medicine at Mount Sinai",7026,7026,"New York","New York","10029",400680,"",382291.77,"","21736","","20738.48","","36061","36061",35620
"225",2012,"Idaho State University",1620,1620,"Pocatello","Idaho","83201",21179,"",20207.04,"","990","","944.57","","16005","16005",38540
"226",2012,"Illinois Institute of Technology",1691,1691,"Chicago","Illinois","60616",32576,"",31081,"","1988","","1896.77","","17031","17031",16980
"227",2012,"Illinois State University",1692,1692,"Normal","Illinois","61761",17760,"",16944.95,"","100","","95.41","","17113","17113",14010
"228",2012,"Illinois Wesleyan University",1696,1696,"Bloomington","Illinois","61702",750,"i",715.58,"i","0","i","0.00","i","17113","17113",14010
"229",2012,"Indiana State University",1807,1807,"Terre Haute","Indiana","47809",1857,"",1771.78,"","457","","436.03","","18167","18167",45460
"230",2012,"Indiana University of Pennsylvania",8810,8810,"Indiana","Pennsylvania","15701",1809,"",1725.98,"","0","","0.00","","42063","42063",26860
"231",2012,"Indiana University, Bloomington",1809,1809,"Bloomington","Indiana","47405",184486,"",176019.46,"","4276","","4079.76","","18105","18105",14020
"232",2012,"Indiana University, South Bend",1816,1816,"South Bend","Indiana","46615",1219,"",1163.06,"","2","","1.91","","18141","18141",43780
"233",2012,"Indiana University-Purdue University, Fort Wayne",1828,1812,"W Lafayette","Indiana","?????",8570,"",8176.7,"","18","","17.17","","18157","18157",29200
"234",2012,"Indiana University-Purdue University, Fort Wayne",1828,1812,"W Lafayette","Indiana","?????",8570,"",8176.7,"","18","","17.17","","24019","24019",15700
"235",2012,"Indiana University-Purdue University, Indianapolis",1813,1813,"Indianapolis","Indiana","46202",316914,"",302370,"","17637","","16827.59","","18097","18097",26900
"236",2012,"Iowa State University",1869,1869,"Ames","Iowa","50011",260995,"",249017.27,"","17093","","16308.56","","19169","19169",11180
"237",2012,"Ithaca College",2739,2739,"Ithaca","New York","14850",1132,"",1080.05,"","0","","0.00","","36109","36109",27060
"238",2012,"Jackson State University",2410,2410,"Jackson","Mississippi","39217",46943,"",44788.67,"","0","","0.00","","28049","28049",27140
"239",2012,"James Madison University",3721,3721,"Harrisonburg","Virginia","22807",8891,"",8482.97,"","0","u","0.00","u","51660","51660",25500
"240",2012,"Johns Hopkins University",2077,2077,"Baltimore","Maryland","21218",2106185,"",2009526.76,"","47102","","44940.37","","24510","24510",12580
"241",2012,"Kansas State University",1928,1928,"Manhattan","Kansas","66506",176141,"",168057.44,"","5141","","4905.07","","20161","20161",31740
"242",2012,"Kean University",2622,2622,"Union","New Jersey","07083",2029,"",1935.88,"","0","","0.00","","34013","34013",35620
"243",2012,"Kean University",2622,2622,"Union","New Jersey","07083",2029,"",1935.88,"","0","","0.00","","34039","34039",35620
"244",2012,"Keck Graduate Institute",38533,38533,"Claremont","California","91711",1920,"",1831.89,"","162","","154.57","","6037","06037",31080
"245",2012,"Keene State College",2590,2590,"Keene","New Hampshire","03431",2338,"i",2230.7,"i","0","i","0.00","i","33005","33005",28300
"246",2012,"Kennesaw State University",1577,1577,"Marietta","Georgia","30061",3511,"i",3349.87,"i","30","i","28.62","i","13067","13067",12060
"247",2012,"Kent State University",8799,8799,"Kent","Ohio","44240",26507,"",25290.53,"","698","","665.97","","39133","39133",10420
"248",2012,"Kent State University",8799,8799,"Kent","Ohio","44240",26507,"",25290.53,"","698","","665.97","","39153","39153",10420
"249",2012,"Kentucky State University",1968,1968,"Frankfort","Kentucky","40601",6859,"",6544.22,"","5","","4.77","","21239","21239",30460
"250",2012,"Kentucky State University",1968,1968,"Frankfort","Kentucky","40601",6859,"",6544.22,"","5","","4.77","","21073","21073",23180
"251",2012,"Kentucky State University",1968,1968,"Frankfort","Kentucky","40601",6859,"",6544.22,"","5","","4.77","","21103","21103",31140
"252",2012,"Kentucky State University",1968,1968,"Frankfort","Kentucky","40601",6859,"",6544.22,"","5","","4.77","","21005","21005",23180
"253",2012,"Kentucky State University",1968,1968,"Frankfort","Kentucky","40601",6859,"",6544.22,"","5","","4.77","","21211","21211",31140
"254",2012,"Kettering University",2262,2262,"Flint","Michigan","48504",4059,"",3872.72,"","542","","517.13","","26049","26049",22420
"255",2012,"La Salle University",3287,3287,"Philadelphia","Pennsylvania","19141",1156,"",1102.95,"","0","","0.00","","42101","42101",37980
"256",2012,"Lafayette College",3284,3284,"Easton","Pennsylvania","18042",1864,"",1778.46,"","89","","84.92","","42095","42095",10900
"257",2012,"Lafayette College",3284,3284,"Easton","Pennsylvania","18042",1864,"",1778.46,"","89","","84.92","","42017","42017",37980
"258",2012,"Lamar University",3581,3581,"Beaumont","Texas","77710",3589,"",3424.29,"","206","","196.55","","48245","48245",13140
"259",2012,"Langston University",3157,3157,"Langston","Oklahoma","73050",5326,"",5081.58,"","0","","0.00","","40083","40083",36420
"260",2012,"Lawrence Technological University",2279,2279,"Southfield","Michigan","48075",1483,"",1414.94,"","144","","137.39","","26125","26125",19820
"261",2012,"Lawrence Technological University",2279,2279,"Southfield","Michigan","48075",1483,"",1414.94,"","144","","137.39","","26163","26163",19820
"262",2012,"Lehigh University",3289,3289,"Bethlehem","Pennsylvania","18015",31992,"",30523.8,"","1249","","1191.68","","42077","42077",10900
"263",2012,"Lehigh University",3289,3289,"Bethlehem","Pennsylvania","18015",31992,"",30523.8,"","1249","","1191.68","","42095","42095",10900
"264",2012,"Lewis & Clark College",3197,3197,"Portland","Oregon","97219",2246,"",2142.93,"","0","","0.00","","41067","41067",38900
"265",2012,"Lewis & Clark College",3197,3197,"Portland","Oregon","97219",2246,"",2142.93,"","0","","0.00","","41051","41051",38900
"266",2012,"Lewis & Clark College",3197,3197,"Portland","Oregon","97219",2246,"",2142.93,"","0","","0.00","","41005","41005",38900
"267",2012,"Lincoln University of the Commonwealth of Pennsylvania",3290,3290,"Lincoln Univ","Pennsylvania","19352",1622,"",1547.56,"","0","","0.00","","42029","42029",37980
"268",2012,"Lincoln University, Jefferson City",2479,2479,"Jefferson City","Missouri","65102",7899,"",7536.49,"","0","","0.00","","29051","29051",27620
"269",2012,"Loma Linda University",1218,1218,"Loma Linda","California","92350",31772,"",30313.9,"","1452","","1385.36","","6071","06071",40140
"270",2012,"Long Island University",8780,8780,"Brookville","New York","11548",890,"i",849.16,"i","4","i","3.82","i","36059","36059",35620
"271",2012,"Louisiana State University, Baton Rouge",2010,2010,"Baton Rouge","Louisiana","70803",285395,"",272297.49,"","17556","","16750.31","","22033","22033",12940
"272",2012,"Louisiana State University, Health Sciences Center-New Orleans",2014,2014,"New Orleans","Louisiana","70112",53712,"",51247.02,"","1578","","1505.58","","22071","22071",35380
"273",2012,"Louisiana State University, Health Sciences Center-Shreveport",8067,8745,"Shreveport","Louisiana","71105",29365,"",28017.36,"","2299","","2193.49","","22015","22015",43340
"274",2012,"Louisiana State University, Health Sciences Center-Shreveport",8067,8745,"Shreveport","Louisiana","71105",29365,"",28017.36,"","2299","","2193.49","","22017","22017",43340
"275",2012,"Louisiana State University, Shreveport",2013,2013,"Shreveport","Louisiana","71115",1168,"",1114.4,"","226","","215.63","","22015","22015",43340
"276",2012,"Louisiana State University, Shreveport",2013,2013,"Shreveport","Louisiana","71115",1168,"",1114.4,"","226","","215.63","","22017","22017",43340
"277",2012,"Louisiana State University, Shreveport",2013,2013,"Shreveport","Louisiana","71115",1168,"",1114.4,"","226","","215.63","","22081","22081",NA
"278",2012,"Louisiana Tech University",2008,2008,"Ruston","Louisiana","71272",26546,"",25327.74,"","320","","305.31","","22061","22061",40820
"279",2012,"Loyola Marymount University",11649,11649,"Los Angeles","California","90045",5746,"",5482.3,"","1","","0.95","","6037","06037",31080
"280",2012,"Loyola University Chicago",1710,1710,"Chicago","Illinois","60611",45903,"",43796.39,"","2914","","2780.27","","17031","17031",16980
"281",2012,"Macalester College",2358,2358,"Saint Paul","Minnesota","55105",1721,"",1642.02,"","0","","0.00","","27123","27123",33460
"282",2012,"Marquette University",3863,3863,"Milwaukee","Wisconsin","53233",18606,"",17752.12,"","729","","695.54","","55079","55079",33340
"283",2012,"Marshall University",3815,3815,"Huntington","West Virginia","25755",18998,"",18126.13,"","61","","58.20","","54011","54011",26580
"284",2012,"Massachusetts Institute of Technology",2178,2178,"Cambridge","Massachusetts","02139",824130,"",786308.56,"","119068","","113603.66","","25017","25017",14460
"285",2012,"McNeese State University",2017,2017,"Lake Charles","Louisiana","70609",1330,"",1268.96,"","13","","12.40","","22019","22019",29340
"286",2012,"Medical College of Wisconsin",8296,8296,"Milwaukee","Wisconsin","53226",209040,"",199446.62,"","8678","","8279.74","","55079","55079",33340
"287",2012,"Medical University of South Carolina",3438,3438,"Charleston","South Carolina","29425",236586,"",225728.46,"","13652","","13025.47","","45019","45019",16700
"288",2012,"Meharry Medical College",3506,3506,"Nashville","Tennessee","37208",25559,"",24386.03,"","0","","0.00","","47037","47037",34980
"289",2012,"Memorial Sloan Kettering Cancer Center,Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",400742,400742,"New York City","New York","10024",2562,"",2444.42,"","0","","0.00","","36061","36061",35620
"290",2012,"Mercer University",8724,8724,"Macon","Georgia","31207",31376,"",29936.07,"","7675","","7322.77","","13021","13021",31420
"291",2012,"Mercyhurst University",3297,3297,"Erie","Pennsylvania","16546",1539,"",1468.37,"","17","","16.22","","42049","42049",21500
"292",2012,"Miami University",8800,8800,"Oxford","Ohio","45056",26311,"",25103.52,"","741","","706.99","","39135","39135",NA
"293",2012,"Miami University",8800,8800,"Oxford","Ohio","45056",26311,"",25103.52,"","741","","706.99","","39017","39017",17140
"294",2012,"Michigan State University",2290,2290,"East Lansing","Michigan","48824",507061,"",483790.67,"","5084","","4850.68","","26065","26065",29620
"295",2012,"Michigan Technological University",2292,2292,"Houghton","Michigan","49931",71989,"",68685.24,"","5259","","5017.65","","26061","26061",26340
"296",2012,"Middle Tennessee State University",3510,3510,"Murfreesboro","Tennessee","37132",7108,"",6781.8,"","345","","329.17","","47149","47149",34980
"297",2012,"Middlebury College",3691,3691,"Middlebury","Vermont","05753",3031,"",2891.9,"","2","","1.91","","50001","50001",NA
"298",2012,"Midwestern University",1657,1657,"Downers Grove","Illinois","60515",5200,"",4961.36,"","213","","203.22","","17043","17043",16980
"299",2012,"Mills College",1238,1238,"Oakland","California","94613",2747,"",2620.93,"","0","","0.00","","6001","06001",41860
"300",2012,"Milwaukee School of Engineering",3868,3868,"Milwaukee","Wisconsin","53201",4635,"",4422.29,"","2672","","2549.38","","55079","55079",33340
"301",2012,"Minnesota State University, Mankato",2360,2360,"Mankato","Minnesota","56001",2082,"",1986.45,"","0","","0.00","","27103","27103",31860
"302",2012,"Minnesota State University, Mankato",2360,2360,"Mankato","Minnesota","56001",2082,"",1986.45,"","0","","0.00","","27013","27013",31860
"303",2012,"Mississippi State University",2423,2423,"Miss State","Mississippi","39762",233197,"",222494.99,"","14175","","13524.47","","28105","28105",44260
"304",2012,"Missouri State University",2503,2503,"Springfield","Missouri","65804",4340,"",4140.83,"","237","","226.12","","29077","29077",44180
"305",2012,"Missouri University of Science and Technology",2517,2517,"Rolla","Missouri","65401",38588,"",36817.1,"","3825","","3649.46","","29065","29065",NA
"306",2012,"Missouri University of Science and Technology",2517,2517,"Rolla","Missouri","65401",38588,"",36817.1,"","3825","","3649.46","","29125","29125",NA
"307",2012,"Missouri University of Science and Technology",2517,2517,"Rolla","Missouri","65401",38588,"",36817.1,"","3825","","3649.46","","29161","29161",40620
"308",2012,"Monmouth University",2616,2616,"W Long Branch","New Jersey","07764",904,"",862.51,"","148","","141.21","","34025","34025",35620
"309",2012,"Montana State University, Bozeman",2532,2532,"Bozeman","Montana","59717",124228,"",118526.86,"","0","u","0.00","u","30031","30031",14580
"310",2012,"Montana Tech of University of Montana",2531,2531,"Butte","Montana","59701",11765,"",11225.07,"","1289","","1229.84","","30093","30093",15580
"311",2012,"Montana Tech of University of Montana",2531,2531,"Butte","Montana","59701",11765,"",11225.07,"","1289","","1229.84","","30023","30023",NA
"312",2012,"Montana Tech of University of Montana",2531,2531,"Butte","Montana","59701",11765,"",11225.07,"","1289","","1229.84","","30043","30043",25740
