GeoType,ID Code,U.S. Regional Title,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Total
Micropolitan Statistical Area,222780,"Fort Leonard Wood, MO",0,0,1,2,1,0,1,3,1,0,1,0,0,0,0,1,11
Micropolitan Statistical Area,222820,"Fort Morgan, CO",2,3,2,0,1,0,0,0,0,0,0,0,0,0,2,1,11
Micropolitan Statistical Area,234420,"Mount Pleasant, TX",4,1,1,0,0,0,1,0,0,0,1,0,2,0,0,1,11
Micropolitan Statistical Area,217500,"Clewiston, FL",1,0,0,1,0,0,0,0,0,0,1,2,3,0,1,1,10
Micropolitan Statistical Area,217580,"Clovis, NM",1,0,1,2,2,1,0,0,0,0,0,0,0,0,2,1,10
Micropolitan Statistical Area,224980,"Grenada, MS",1,0,0,1,0,2,1,0,0,1,1,0,0,1,0,2,10
Micropolitan Statistical Area,232620,"McComb, MS",2,0,1,2,2,1,1,0,0,1,0,0,0,0,0,0,10
Micropolitan Statistical Area,233020,"Mexico, MO",0,0,0,1,3,0,1,2,2,0,0,0,1,0,0,0,10
Micropolitan Statistical Area,237660,"Parsons, KS",0,0,0,2,0,0,1,0,0,0,1,0,0,1,3,2,10
Micropolitan Statistical Area,211060,"Altus, OK",1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,9
Micropolitan Statistical Area,213500,"Bennettsville, SC",1,0,0,1,0,0,0,0,2,0,0,3,1,0,1,0,9
Micropolitan Statistical Area,215020,"Brookhaven, MS",0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,9
Micropolitan Statistical Area,216420,"Central City, KY",1,1,0,2,1,0,0,2,0,0,0,0,0,1,1,0,9
Micropolitan Statistical Area,225100,"Guymon, OK",1,1,0,1,1,0,0,0,0,1,1,1,0,0,2,0,9
Micropolitan Statistical Area,228860,"Kirksville, MO",0,1,2,3,0,0,0,0,0,0,0,0,1,0,2,0,9
Micropolitan Statistical Area,235060,"Natchitoches, LA",1,2,2,0,0,1,0,0,0,0,0,1,1,0,0,1,9
Micropolitan Statistical Area,240460,"Rockingham, NC",0,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,9
Micropolitan Statistical Area,246420,"Union, SC",1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,9
Micropolitan Statistical Area,248100,"Wauchula, FL",1,1,2,0,1,0,0,1,0,0,1,0,0,1,0,1,9
Micropolitan Statistical Area,211140,"Americus, GA",1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,8
Micropolitan Statistical Area,215820,"Campbellsville, KY",2,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,8
Micropolitan Statistical Area,222340,"Fitzgerald, GA",2,1,0,1,0,0,0,0,0,0,0,1,1,2,0,0,8
Micropolitan Statistical Area,228980,"Kodiak, AK",0,0,1,0,1,0,0,1,0,2,0,0,2,1,0,0,8
Micropolitan Statistical Area,215140,"Brownsville, TN",0,0,0,1,2,0,0,1,0,0,0,0,0,1,1,1,7
Micropolitan Statistical Area,219700,"Deming, NM",0,1,0,1,1,0,0,2,0,1,0,0,0,0,1,0,7
Micropolitan Statistical Area,225660,"Havre, MT",3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,7
Micropolitan Statistical Area,245580,"Thomaston, GA",0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,2,7
Micropolitan Statistical Area,248500,"West Point, MS",0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1,7
Micropolitan Statistical Area,211380,"Andrews, TX",1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6
Micropolitan Statistical Area,212460,"Bainbridge, GA",0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,6
Micropolitan Statistical Area,212820,"Bastrop, LA",1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,6
Micropolitan Statistical Area,219900,"Dillon, SC",0,0,0,0,1,1,0,0,0,0,0,1,0,2,1,0,6
Micropolitan Statistical Area,225820,"Hereford, TX",1,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,6
Micropolitan Statistical Area,226940,"Indianola, MS",2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,6
Micropolitan Statistical Area,238180,"Pierre, SD",0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6
Micropolitan Statistical Area,213860,"Bishop, CA",2,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,6
Micropolitan Statistical Area,217620,"Coamo, PR",0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,5
Micropolitan Statistical Area,220300,"Dumas, TX",1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,5
Micropolitan Statistical Area,222860,"Fort Polk South, LA",0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,5
Micropolitan Statistical Area,223700,"Gallup, NM",2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5
Micropolitan Statistical Area,230580,"Liberal, KS",0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,5
Micropolitan Statistical Area,233180,"Middlesborough, KY",0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,5
Micropolitan Statistical Area,243700,"Somerset, KY",1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,5
Micropolitan Statistical Area,246620,"Uvalde, TX",0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,5
Micropolitan Statistical Area,249540,"Yazoo City, MS",0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
Micropolitan Statistical Area,228540,"Ketchikan, AK",1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,5
Micropolitan Statistical Area,220580,"Eagle Pass, TX",1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,4
Micropolitan Statistical Area,229500,"Lamesa, TX",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4
Micropolitan Statistical Area,238780,"Portales, NM",1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4
Micropolitan Statistical Area,245020,"Sweetwater, TX",0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,4
Micropolitan Statistical Area,246900,"Vernon, TX",0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,4
Micropolitan Statistical Area,246740,"Valley, AL",1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,4
Micropolitan Statistical Area,224380,"Grants, NM",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3
Micropolitan Statistical Area,227660,"Jennings, LA",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Micropolitan Statistical Area,228780,"Kingsville, TX",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3
Micropolitan Statistical Area,225760,"Helena-West Helena, AR",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
Micropolitan Statistical Area,238200,"Pierre Part, LA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Micropolitan Statistical Area,240100,"Rio Grande City-Roma, TX",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
Micropolitan Statistical Area,217260,"Clarksdale, MS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Micropolitan Statistical Area,237780,"Pecos, TX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Micropolitan Statistical Area,239700,"Raymondville, TX",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Micropolitan Statistical Area,242180,"Santa Isabel, PR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Micropolitan Statistical Area,246580,"Utuado, PR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Micropolitan Statistical Area,,-- Subtotal --,3454,3493,3332,3383,3244,2720,3132,2748,2513,2596,3452,3529,3754,4105,4383,4200,54038
,,,,,,,,,,,,,,,,,,,
Non Metro/Micropolitan Statistical Area,900927,"Non Metro/Micropolitan Statistical Areas, MN",93,57,72,71,93,91,121,97,95,104,132,110,144,141,157,125,1701
Non Metro/Micropolitan Statistical Area,900919,"Non Metro/Micropolitan Statistical Areas, IA",89,112,81,82,101,73,98,86,75,65,87,89,95,80,113,104,1430
Non Metro/Micropolitan Statistical Area,900955,"Non Metro/Micropolitan Statistical Areas, WI",84,79,79,80,86,58,72,74,65,73,76,95,101,149,115,102,1386
Non Metro/Micropolitan Statistical Area,900926,"Non Metro/Micropolitan Statistical Areas, MI",95,83,84,91,86,64,86,64,59,57,84,68,71,77,60,75,1204
Non Metro/Micropolitan Statistical Area,900948,"Non Metro/Micropolitan Statistical Areas, TX",73,61,58,50,58,42,37,44,43,49,39,49,43,55,71,75,841
Non Metro/Micropolitan Statistical Area,900917,"Non Metro/Micropolitan Statistical Areas, IL",50,42,54,42,56,56,63,44,46,43,49,46,41,43,67,64,806
Non Metro/Micropolitan Statistical Area,900936,"Non Metro/Micropolitan Statistical Areas, NY",42,67,60,48,46,40,42,24,25,42,37,43,42,57,48,85,746
Non Metro/Micropolitan Statistical Area,900951,"Non Metro/Micropolitan Statistical Areas, VA",55,54,45,33,48,41,37,24,24,35,45,44,37,48,57,46,673
Non Metro/Micropolitan Statistical Area,900918,"Non Metro/Micropolitan Statistical Areas, IN",58,43,37,43,42,30,21,29,30,23,39,46,54,59,46,42,642
Non Metro/Micropolitan Statistical Area,900913,"Non Metro/Micropolitan Statistical Areas, GA",30,34,35,34,23,38,35,35,25,31,53,42,42,42,37,50,586
Non Metro/Micropolitan Statistical Area,900929,"Non Metro/Micropolitan Statistical Areas, MO",45,52,43,51,39,33,20,22,22,18,23,38,41,32,51,43,570
Non Metro/Micropolitan Statistical Area,900908,"Non Metro/Micropolitan Statistical Areas, CO",24,33,35,27,33,27,48,20,31,29,35,31,38,53,44,48,556
Non Metro/Micropolitan Statistical Area,900939,"Non Metro/Micropolitan Statistical Areas, OH",40,34,35,34,27,23,34,25,24,25,25,29,43,54,52,50,550
Non Metro/Micropolitan Statistical Area,900953,"Non Metro/Micropolitan Statistical Areas, WA",17,24,20,32,22,25,42,27,19,27,34,42,35,45,43,30,481
Non Metro/Micropolitan Statistical Area,900920,"Non Metro/Micropolitan Statistical Areas, KS",36,39,43,29,34,23,22,23,18,19,32,25,32,39,31,35,480
Non Metro/Micropolitan Statistical Area,900931,"Non Metro/Micropolitan Statistical Areas, NE",27,31,27,25,29,33,31,27,22,33,26,26,28,29,36,33,463
Non Metro/Micropolitan Statistical Area,900942,"Non Metro/Micropolitan Statistical Areas, PA",32,36,37,37,27,24,26,22,13,20,16,27,27,34,33,42,450
Non Metro/Micropolitan Statistical Area,900947,"Non Metro/Micropolitan Statistical Areas, TN",22,42,36,41,18,38,30,15,18,30,24,27,22,27,36,24,448
Non Metro/Micropolitan Statistical Area,900916,"Non Metro/Micropolitan Statistical Areas, ID",31,29,29,34,28,23,30,20,22,17,20,25,24,31,25,29,417
Non Metro/Micropolitan Statistical Area,900950,"Non Metro/Micropolitan Statistical Areas, VT",23,36,25,36,31,26,21,27,16,18,26,19,25,26,33,27,415
Non Metro/Micropolitan Statistical Area,900937,"Non Metro/Micropolitan Statistical Areas, NC",25,26,20,29,30,19,21,14,25,14,30,28,29,22,32,52,414
Non Metro/Micropolitan Statistical Area,900912,"Non Metro/Micropolitan Statistical Areas, FL",34,28,19,20,20,21,18,30,14,15,23,15,35,25,37,33,382
Non Metro/Micropolitan Statistical Area,900906,"Non Metro/Micropolitan Statistical Areas, CA",39,29,24,21,12,16,12,20,13,22,24,32,28,26,36,28,379
Non Metro/Micropolitan Statistical Area,900921,"Non Metro/Micropolitan Statistical Areas, KY",24,25,27,25,15,20,29,33,28,20,24,23,23,19,22,18,375
Non Metro/Micropolitan Statistical Area,900940,"Non Metro/Micropolitan Statistical Areas, OK",45,28,19,18,18,18,21,16,24,17,15,21,16,29,28,35,368
Non Metro/Micropolitan Statistical Area,900923,"Non Metro/Micropolitan Statistical Areas, ME",25,25,22,20,20,17,18,10,19,10,15,19,30,28,28,25,331
Non Metro/Micropolitan Statistical Area,900930,"Non Metro/Micropolitan Statistical Areas, MT",21,28,21,24,22,15,32,19,15,14,21,18,17,18,17,17,319
Non Metro/Micropolitan Statistical Area,900954,"Non Metro/Micropolitan Statistical Areas, WV",24,13,25,28,20,19,18,16,6,5,13,12,22,17,17,14,269
Non Metro/Micropolitan Statistical Area,900905,"Non Metro/Micropolitan Statistical Areas, AR",26,17,20,22,18,12,19,11,15,7,12,5,14,18,20,26,262
Non Metro/Micropolitan Statistical Area,900956,"Non Metro/Micropolitan Statistical Areas, WY",12,14,10,18,10,10,14,13,6,13,13,8,29,27,31,30,253
Non Metro/Micropolitan Statistical Area,900938,"Non Metro/Micropolitan Statistical Areas, ND",18,24,12,17,17,14,10,20,8,10,11,8,11,5,9,24,218
Non Metro/Micropolitan Statistical Area,900901,"Non Metro/Micropolitan Statistical Areas, AL",17,12,16,14,16,8,8,11,8,5,18,13,12,10,15,14,196
Non Metro/Micropolitan Statistical Area,900928,"Non Metro/Micropolitan Statistical Areas, MS",16,8,16,13,18,13,11,11,6,14,14,4,11,11,12,8,186
Non Metro/Micropolitan Statistical Area,900941,"Non Metro/Micropolitan Statistical Areas, OR",13,12,14,13,7,9,13,7,14,13,13,13,11,8,16,5,181
Non Metro/Micropolitan Statistical Area,900949,"Non Metro/Micropolitan Statistical Areas, UT",7,6,9,9,4,12,10,9,9,6,14,7,12,9,17,18,158
Non Metro/Micropolitan Statistical Area,900946,"Non Metro/Micropolitan Statistical Areas, SD",11,7,7,10,13,9,10,4,7,6,8,10,14,12,13,10,151
Non Metro/Micropolitan Statistical Area,900933,"Non Metro/Micropolitan Statistical Areas, NH",10,8,13,7,10,9,5,5,5,2,10,5,6,14,19,13,141
Non Metro/Micropolitan Statistical Area,900935,"Non Metro/Micropolitan Statistical Areas, NM",5,8,7,9,5,8,3,5,7,8,9,7,4,5,9,6,104
Non Metro/Micropolitan Statistical Area,900902,"Non Metro/Micropolitan Statistical Areas, AK",9,10,4,5,6,7,7,4,6,5,5,9,2,8,9,9,101
Non Metro/Micropolitan Statistical Area,900945,"Non Metro/Micropolitan Statistical Areas, SC",7,9,3,5,10,1,7,1,8,4,8,4,5,5,7,3,87
Non Metro/Micropolitan Statistical Area,900922,"Non Metro/Micropolitan Statistical Areas, LA",18,13,9,6,5,4,2,2,3,3,3,5,3,4,1,1,82
Non Metro/Micropolitan Statistical Area,900925,"Non Metro/Micropolitan Statistical Areas, MA",6,8,2,2,3,1,2,1,2,4,7,6,5,2,6,7,64
Non Metro/Micropolitan Statistical Area,900978,"Non Metro/Micropolitan Statistical Areas, VI",3,3,1,2,2,4,1,2,2,1,2,3,3,6,4,7,46
Non Metro/Micropolitan Statistical Area,900924,"Non Metro/Micropolitan Statistical Areas, MD",2,3,7,3,2,0,4,1,3,3,2,3,2,3,4,2,41
Non Metro/Micropolitan Statistical Area,900932,"Non Metro/Micropolitan Statistical Areas, NV",4,1,4,1,2,0,0,0,1,1,2,1,1,1,2,2,23
Non Metro/Micropolitan Statistical Area,900904,"Non Metro/Micropolitan Statistical Areas, AZ",2,2,1,4,1,0,1,2,1,1,1,0,1,2,1,2,21
Non Metro/Micropolitan Statistical Area,900966,"Non Metro/Micropolitan Statistical Areas, GU",1,1,1,0,0,0,0,1,3,1,0,0,0,3,3,4,18
Non Metro/Micropolitan Statistical Area,900969,"Non Metro/Micropolitan Statistical Areas, MP",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
Non Metro/Micropolitan Statistical Area,900972,"Non Metro/Micropolitan Statistical Areas, PR",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Non Metro/Micropolitan Statistical Area,,-- Subtotal --,1384,1352,1265,1262,1228,1073,1210,1015,949,978,1216,1197,1328,1455,1568,1537,20013
,,,,,,,,,,,,,,,,,,,
Undetermined Statistical Area,100,"Undetermined Statistical Areas, US",0,1,0,1,2,2,2,2,2,0,1,0,0,2,0,0,15
Undetermined Statistical Area,125,"Undetermined Statistical Areas, MA",0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,5
Undetermined Statistical Area,136,"Undetermined Statistical Areas, NY",0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,4
Undetermined Statistical Area,106,"Undetermined Statistical Areas, CA",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
Undetermined Statistical Area,142,"Undetermined Statistical Areas, PA",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Undetermined Statistical Area,151,"Undetermined Statistical Areas, VA",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Undetermined Statistical Area,112,"Undetermined Statistical Areas, FL",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Undetermined Statistical Area,117,"Undetermined Statistical Areas, IL",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Undetermined Statistical Area,132,"Undetermined Statistical Areas, NV",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Undetermined Statistical Area,134,"Undetermined Statistical Areas, NJ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Undetermined Statistical Area,137,"Undetermined Statistical Areas, NC",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Undetermined Statistical Area,139,"Undetermined Statistical Areas, OH",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Undetermined Statistical Area,147,"Undetermined Statistical Areas, TN",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Undetermined Statistical Area,148,"Undetermined Statistical Areas, TX",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Undetermined Statistical Area,149,"Undetermined Statistical Areas, UT",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Undetermined Statistical Area,153,"Undetermined Statistical Areas, WA",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Undetermined Statistical Area,,-- Subtotal --,0,1,0,1,2,2,7,6,11,6,2,0,0,2,0,0,40
,,,,,,,,,,,,,,,,,,,
ALL AREAS,---,"TOTAL, ALL AREAS",85068,87600,86969,87891,84256,74632,89814,79522,77500,82379,107788,108614,121013,133582,144610,140928,1592166
